0.496800,0.229000,0.899700,0.091600,-0.061000,0.030500,-377.026200,-81.441400,383.140900,0.616000,0.102100,0.820800,-0.061000,0.061000,0.030500,-40.143800,-134.845500,-352.543900,0.825900,-0.231900,0.583500,0.000000,0.000000,0.000000,-12.586700,-116.495500,161.231200,0.385300,0.291500,0.929900,-0.030500,0.061000,0.030500,77.570000,-193.280700,419.782200,0.506600,-0.340100,1.024700,0.061000,-0.091600,0.091600,-211.062500,-258.802800,-88.715800,0.368700,-0.338400,0.969200,-0.091600,0.000000,-0.091600,61.334400,-54.470000,272.279800,0.163300,-0.499300,0.888900,0.091600,0.030500,0.030500,591.292500,-173.847200,305.822800,0.285600,-0.217300,0.967000,-0.061000,-0.152600,-0.091600,235.802400,-75.520000,242.713700,0.021637
0.494100,0.225800,0.901900,-0.061000,-0.030500,0.000000,-389.653800,-119.447500,405.678600,0.619400,0.102100,0.815900,-0.122100,0.091600,-0.091600,-29.671500,-134.845500,-345.796700,0.827100,-0.234400,0.579100,-0.061000,0.061000,-0.061000,10.788600,-111.118800,169.899600,0.384800,0.291500,0.928000,0.000000,-0.061000,-0.030500,98.725400,-210.851700,419.782200,0.507300,-0.338600,1.025900,0.030500,-0.122100,0.030500,-232.709900,-266.042100,-95.673900,0.366700,-0.340300,0.967300,-0.061000,0.030500,-0.030500,70.354200,-85.336300,284.497500,0.167700,-0.499800,0.890400,-0.030500,0.183100,0.122100,593.078900,-189.977300,304.094900,0.282000,-0.219000,0.963400,-0.030500,-0.061000,0.061000,248.307100,-48.548600,240.980000,0.075777
0.497100,0.228800,0.900600,0.183100,-0.061000,-0.030500,-398.673600,-99.539600,403.944900,0.617200,0.099600,0.818800,0.030500,0.000000,-0.030500,-40.143800,-145.352900,-339.049400,0.829600,-0.232700,0.583000,0.000000,0.152600,0.061000,1.798100,-116.495500,171.633200,0.386200,0.290800,0.927700,0.122100,-0.061000,-0.030500,72.281100,-191.523600,414.704200,0.506300,-0.337600,1.028300,0.030500,0.000000,0.091600,-203.846700,-269.661700,-116.548200,0.369400,-0.338400,0.966100,0.030500,0.061000,0.030500,88.393700,-67.179700,277.515900,0.165800,-0.501500,0.891400,0.000000,0.122100,0.061000,600.224400,-189.977300,304.094900,0.284900,-0.217800,0.967300,0.000000,-0.091600,-0.091600,259.025400,-59.337200,234.045300,0.075827
0.495100,0.228300,0.901900,0.000000,0.000000,0.030500,-386.045900,-79.631600,398.743900,0.618700,0.101100,0.821000,-0.030500,0.000000,0.000000,-24.435400,-143.601700,-340.736300,0.825200,-0.234400,0.577600,0.061000,0.091600,0.030500,-1.798100,-112.911100,157.763900,0.387700,0.290300,0.927700,0.061000,-0.183100,-0.091600,77.570000,-179.223900,416.396900,0.506600,-0.336900,1.026900,0.000000,-0.061000,0.091600,-209.258500,-267.851900,-107.850600,0.366900,-0.336900,0.964800,0.000000,0.091600,-0.091600,63.138400,-49.023000,267.043600,0.167200,-0.501000,0.887500,0.061000,0.061000,0.122100,591.292500,-173.847200,298.911500,0.281500,-0.218500,0.965600,0.000000,-0.152600,0.061000,251.879900,-59.337200,240.980000,0.075761
0.496800,0.227100,0.897000,0.000000,0.000000,0.061000,-382.438000,-94.110100,398.743900,0.618400,0.098900,0.816200,-0.122100,0.030500,0.030500,-47.125300,-138.348000,-349.170300,0.825700,-0.233400,0.585000,-0.030500,0.122100,0.000000,-5.394300,-102.157600,171.633200,0.384500,0.290800,0.926800,0.091600,-0.030500,-0.061000,86.384800,-209.094600,418.089500,0.510300,-0.339100,1.028600,0.061000,-0.091600,0.000000,-209.258500,-267.851900,-100.892500,0.366200,-0.338400,0.970200,-0.030500,0.152600,0.122100,81.177900,-81.705000,284.497500,0.166000,-0.501500,0.886200,0.061000,0.122100,0.122100,598.438000,-177.431700,305.822800,0.284400,-0.220000,0.966600,-0.030500,-0.030500,-0.061000,253.666300,-46.750500,228.844300,0.075764
0.495600,0.226600,0.897200,-0.091600,0.000000,0.061000,-380.634100,-88.680700,393.542900,0.617400,0.099600,0.819300,-0.061000,0.061000,0.000000,-34.907700,-136.596700,-344.109900,0.826700,-0.232200,0.578900,0.000000,0.122100,-0.030500,5.394300,-94.988700,164.698600,0.387500,0.292000,0.928200,-0.061000,-0.091600,-0.030500,79.332900,-205.580400,424.860200,0.508500,-0.337600,1.026400,0.030500,-0.030500,0.030500,-203.846700,-262.422500,-106.111100,0.365200,-0.337200,0.968800,-0.030500,0.000000,0.030500,57.726500,-58.101300,282.752100,0.167200,-0.500000,0.893100,0.091600,0.000000,0.091600,600.224400,-200.730800,290.272500,0.284400,-0.215800,0.971200,0.030500,-0.061000,0.061000,246.520700,-64.731500,239.246300,0.075782
0.494100,0.226100,0.899700,-0.061000,-0.122100,0.061000,-378.830100,-90.490500,402.211200,0.618700,0.101100,0.816900,-0.122100,-0.091600,-0.030500,-34.907700,-133.094300,-347.483500,0.828100,-0.233600,0.582000,-0.061000,0.030500,-0.061000,-8.990500,-102.157600,178.567900,0.385500,0.287800,0.927700,0.030500,0.000000,0.000000,93.436600,-188.009400,411.318800,0.507300,-0.339600,1.024700,0.030500,-0.061000,0.030500,-220.082300,-264.232300,-121.766800,0.368700,-0.337600,0.971200,-0.122100,0.000000,0.000000,77.570000,-59.917000,267.043600,0.165800,-0.501000,0.890600,0.000000,0.122100,0.122100,603.797100,-189.977300,304.094900,0.283700,-0.218300,0.969500,-0.061000,-0.061000,-0.122100,257.239000,-53.942900,225.377000,0.075769
0.496300,0.225800,0.902300,0.061000,0.030500,0.061000,-378.830100,-94.110100,388.341900,0.616500,0.098600,0.814900,-0.091600,-0.030500,0.030500,-40.143800,-141.850400,-342.423100,0.828400,-0.231900,0.581100,-0.030500,0.152600,0.030500,5.394300,-105.742100,157.763900,0.385500,0.288100,0.927700,-0.061000,-0.152600,-0.152600,91.673600,-221.394200,416.396900,0.509300,-0.339600,1.026900,0.091600,-0.091600,0.000000,-218.278300,-262.422500,-102.632000,0.367700,-0.337900,0.969200,0.030500,0.061000,0.000000,63.138400,-85.336300,274.025100,0.165500,-0.500200,0.888900,0.030500,0.061000,-0.061000,598.438000,-195.354000,295.455900,0.286400,-0.217300,0.969000,-0.091600,-0.061000,0.000000,242.948000,-53.942900,228.844300,0.075874
0.495400,0.227500,0.898900,0.000000,0.000000,0.061000,-386.045900,-86.870900,391.809200,0.617200,0.100800,0.818800,-0.061000,0.122100,-0.030500,-38.398400,-150.606600,-354.230800,0.825400,-0.232400,0.577900,0.000000,0.152600,0.061000,-5.394300,-98.573100,150.829200,0.384000,0.288600,0.931400,-0.122100,-0.122100,0.000000,82.858800,-202.066200,401.162800,0.506600,-0.337400,1.025100,-0.061000,-0.152600,0.061000,-214.670400,-255.183200,-102.632000,0.367900,-0.338400,0.967500,-0.061000,0.091600,0.000000,64.942300,-65.364000,293.224400,0.167200,-0.500200,0.891800,0.091600,0.030500,0.122100,593.078900,-182.808400,307.550600,0.284900,-0.219500,0.969000,0.061000,-0.061000,-0.061000,257.239000,-50.346700,249.648400,0.075779
0.493700,0.227300,0.902100,-0.061000,0.000000,0.061000,-389.653800,-79.631600,395.276600,0.616200,0.103000,0.816900,-0.091600,0.061000,0.061000,-33.162300,-131.343000,-339.049400,0.830300,-0.232700,0.580300,-0.091600,0.122100,0.061000,0.000000,-100.365400,156.030200,0.386000,0.290500,0.926500,0.000000,-0.152600,-0.030500,68.755200,-205.580400,407.933500,0.507800,-0.339600,1.028100,0.091600,-0.091600,-0.030500,-211.062500,-266.042100,-99.153000,0.368200,-0.339800,0.967800,-0.061000,0.030500,0.030500,73.962100,-74.442400,274.025100,0.164100,-0.501700,0.887000,0.061000,-0.152600,0.122100,594.865200,-188.185100,309.278400,0.284400,-0.219200,0.965800,0.000000,-0.152600,-0.061000,246.520700,-71.923800,239.246300,0.075775
