-0.6082,0.6042,0.7578,2.0447,5.3711,1.7395,-230.906,854.2303,-487.0673,-0.7102,0.1831,0.7273,0.0,3.6316,-0.0916,40.5479,802.9933,617.8246,-0.7358,0.5271,0.4558,-0.9766,0.3662,0.7019,-317.6597,462.3274,-307.0,-0.0139,0.6633,-0.7739,2.1667,-1.5259,-1.2512,-158.988,634.7279,105.7538,0.1973,0.8511,0.5481,2.4719,0.5188,3.0518,-75.028,268.8358,355.9293,0.2842,0.179,1.1013,0.2136,1.2512,-0.5188,155.14,181.5667,335.1136,0.1997,0.96,0.3318,-0.9766,1.3428,0.7629,-353.5748,311.2873,-145.6282,-0.0208,0.6084,-0.7749,-0.3357,1.0071,-0.6104,-819.9318,544.8407,-110.9548,0.046102,1695783271810.327
-0.6099,0.603,0.7581,-0.1526,0.7019,2.2583,-239.9258,859.6597,-488.8069,-0.6985,0.1877,0.7285,-0.7935,1.3733,-2.7466,15.8666,795.965,607.6686,-0.73,0.5291,0.4543,-0.946,0.4578,-0.2747,-328.132,469.3324,-313.7473,-0.0208,0.6587,-0.7732,1.4954,-1.4038,-0.2136,-153.6288,622.1412,97.0855,0.1975,0.8503,0.5461,1.6785,-0.2441,3.6011,-91.1055,277.7971,343.8346,0.2844,0.1794,1.1038,0.1221,1.3123,-0.5798,156.9439,179.751,361.2943,0.1992,0.9653,0.3335,-1.4648,0.9766,0.946,-342.7511,307.6677,-156.0302,-0.0247,0.6179,-0.7715,-2.3499,0.7629,-0.1526,-819.9318,555.5941,-128.2915,0.046099,1695783271830.866
-0.6042,0.6042,0.7622,0.1221,2.4414,2.1057,-241.7297,850.6107,-497.5045,-0.7019,0.1914,0.7275,-1.0376,1.8616,-1.4954,17.6295,804.7505,602.5906,-0.7334,0.5298,0.457,-0.824,0.1526,-0.061,-322.8959,457.0737,-315.4341,-0.02,0.656,-0.7747,1.709,-1.4038,-0.3052,-150.0561,632.9298,104.0201,0.2021,0.8533,0.5405,2.2278,-0.0916,3.3569,-71.4553,276.0048,366.2962,0.2878,0.1836,1.1003,0.0916,1.0986,-0.4883,171.3755,190.645,336.8589,0.2056,0.9636,0.3289,-1.6174,1.709,0.946,-328.3194,307.6677,-152.5629,-0.0227,0.6108,-0.7715,-1.0681,1.0681,-0.824,-823.528,555.5941,-110.9548,0.046102,1695783271833.109
-0.5979,0.606,0.7583,1.4038,1.8921,1.9531,-220.0823,850.6107,-497.5045,-0.6882,0.1877,0.7332,-0.1221,1.9836,-1.8005,38.785,797.7221,612.7466,-0.7241,0.5237,0.4609,-0.5493,0.061,0.1221,-317.6597,462.3274,-286.7582,-0.0105,0.6599,-0.7756,2.3804,-2.1973,0.1526,-142.9106,636.526,90.1508,0.2097,0.8572,0.5408,2.2583,-0.0916,2.7161,-76.8144,263.4591,354.2015,0.2932,0.186,1.1003,-0.061,1.2817,-0.7019,162.3558,181.5667,335.1136,0.2144,0.9673,0.3289,-1.7395,1.4038,0.5493,-351.7708,309.4775,-157.7639,-0.0188,0.6116,-0.7776,-0.5798,0.6409,-0.7935,-823.528,555.5941,-117.8895,0.046133,1695783271957.408
-0.613,0.6045,0.7659,-0.7935,3.1738,1.3733,-232.7099,848.8009,-488.8069,-0.6992,0.1838,0.7341,-1.3428,2.9297,-2.6245,28.2073,801.2363,616.132,-0.7305,0.5247,0.4592,-0.3357,1.5259,-0.061,-310.6782,441.3125,-317.1209,-0.0166,0.6648,-0.7803,0.1526,-1.3428,-0.824,-151.8425,638.3241,98.8191,0.2063,0.8582,0.5474,0.7019,0.7935,3.2959,-73.2417,284.966,364.5684,0.2922,0.1831,1.1023,-1.0071,1.5564,0.1831,165.9637,199.7234,335.1136,0.2041,0.9658,0.3259,-3.2654,2.3193,1.1292,-348.1629,294.999,-150.8292,-0.0232,0.603,-0.7798,-2.1667,1.0986,-1.3123,-821.7299,557.3864,-105.7538,0.046103,1695783271988.2607
-0.6028,0.6018,0.7517,-0.3662,2.9297,1.3428,-229.102,856.0402,-488.8069,-0.6921,0.1887,0.7256,-1.2512,2.3804,-2.4109,21.1554,808.2646,609.3613,-0.7275,0.5295,0.4492,-0.6104,0.824,-0.3357,-308.9328,464.0786,-315.4341,-0.0293,0.6501,-0.7686,1.1597,-1.3428,-0.3662,-160.7744,643.7184,104.0201,0.1919,0.8469,0.5408,1.3428,0.0305,3.1433,-83.96,274.2126,364.5684,0.2825,0.1833,1.0952,-0.5493,1.2817,-0.4883,174.9834,187.0137,340.3497,0.196,0.9565,0.3259,-2.2888,1.709,0.7019,-342.7511,307.6677,-152.5629,-0.0308,0.6038,-0.7693,-1.2512,0.6714,-0.8545,-823.528,548.4252,-114.4222,0.04611,1695783271990.34
-0.613,0.6055,0.7549,0.5493,2.1973,1.4648,-230.906,836.1322,-500.9835,-0.7031,0.1914,0.7268,-0.3662,1.2512,-2.6245,28.2073,801.2363,622.9026,-0.738,0.5303,0.4548,-0.824,0.4272,-0.1831,-312.4236,474.5861,-305.3132,-0.0176,0.6648,-0.7747,1.6479,-1.4648,-0.4883,-144.6969,627.5355,105.7538,0.1997,0.8577,0.5496,2.1667,0.1831,3.3875,-75.028,265.2514,355.9293,0.2854,0.1836,1.1033,-0.2136,0.824,-0.3662,162.3558,181.5667,349.0766,0.2063,0.97,0.3411,-1.9836,1.4954,1.1902,-335.5352,289.5696,-156.0302,-0.022,0.6226,-0.7769,-1.3428,1.1597,-0.6104,-818.1337,560.9708,-109.2212,0.046108,1695783271999.998
-0.5999,0.606,0.7595,0.6409,1.8921,1.4038,-234.5139,846.9911,-497.5045,-0.6873,0.1907,0.7346,-0.2136,2.0752,-2.655,29.9702,788.9366,621.21,-0.7234,0.5271,0.4629,-0.1221,0.6104,-0.061,-308.9328,467.5811,-295.1923,-0.0127,0.6619,-0.7788,1.4954,-2.1362,-0.7324,-146.4833,625.7374,86.6835,0.2048,0.8569,0.5442,1.4343,0.4883,3.0518,-75.028,272.4203,359.3849,0.2908,0.1851,1.0979,-0.6104,1.5259,-0.4883,169.5716,196.092,349.0766,0.207,0.9644,0.3235,-2.2583,1.8005,0.8545,-335.5352,307.6677,-162.9649,-0.02,0.5991,-0.781,-1.6174,1.0376,-0.9155,-810.9413,553.8019,-109.2212,0.046131,1695783272059.571
-0.6067,0.604,0.7607,-0.6409,1.77,1.8616,-230.906,839.7518,-511.4207,-0.6941,0.1851,0.7246,-0.9766,1.6785,-2.7771,31.7332,797.7221,605.9759,-0.7302,0.5244,0.4568,-1.3428,0.3662,-0.5493,-326.3866,464.0786,-301.9395,-0.0156,0.6562,-0.7705,1.4038,-0.7324,0.0305,-153.6288,640.1222,100.5528,0.2039,0.8457,0.5396,1.77,-0.2747,3.8147,-71.4553,261.6669,338.6512,0.2905,0.1809,1.0984,-0.0305,0.7019,-0.2747,155.14,188.8294,342.0951,0.2034,0.959,0.3259,-1.6174,1.4954,1.4343,-328.3194,304.0481,-149.0955,-0.0264,0.6028,-0.7739,-1.2512,1.4038,-0.6104,-832.5184,546.6329,-126.5578,0.046109,1695783272092.118
-0.6104,0.5989,0.751,-0.0305,2.9297,1.4954,-218.2783,856.0402,-502.7231,-0.697,0.1848,0.7283,-0.5798,2.6245,-2.5024,24.6814,801.2363,595.8199,-0.7319,0.5315,0.46,-0.2136,1.0376,0.4272,-326.3866,464.0786,-308.6868,-0.0215,0.6511,-0.7783,1.8921,-2.6245,-0.885,-158.988,631.1317,105.7538,0.2017,0.8508,0.542,1.9531,0.6104,2.2278,-87.5327,263.4591,354.2015,0.2891,0.1819,1.1023,0.0,2.0447,-0.4883,160.5518,176.1197,333.3682,0.2075,0.9631,0.3313,-1.4343,2.1973,0.061,-330.1234,309.4775,-143.8945,-0.0186,0.6101,-0.7786,-0.4578,0.3662,-1.77,-830.7203,569.932,-135.2262,0.046107,1695783272213.8127
