0.816554375	0.493981841	0.056739088	0.344624462	0.909957502	0.344652207	1.14E-07	6.29E-08	0.966900619	0.057389383	0.057765247	0.218915793	0.989688145	0.092616113	6.89E-08	1.43E-08	0.991761331	0.074697501	0.025061406	0.052449466	0.96781837	0.215982521	2.52E-08	1.06E-07	0.870212355	0.446941257	0.006881455	0.243987928	0.889982147	0.328940464	0.116485445	0.262300203	0.966112468	0.068674147	0.100307751	0.189918332	0.984274829	0.086973221	0.094493576	0.007399187	0.99541853	0.090582158	0.02071539	0.023364423	0.940412269	0.207734043	0.041478465	0.19393349
0.748937298	0.596260014	0.011347234	0.343456502	0.813749783	0.50399878	5.75E-08	5.65E-07	0.973416084	0.100790697	0.153438021	0.117256984	0.98742331	0.02520259	1.65E-08	2.03E-08	0.988652459	0.143324359	0.023901097	0.04876789	0.991618388	0.042775175	3.18E-08	8.21E-08	0.834358625	0.532138694	0.018767953	0.168317868	0.776347343	0.460238558	0.041814429	0.397102589	0.980693768	0.110913402	0.139002497	0.045782422	0.982116152	0.022446839	0.031709785	0.120362228	0.984161664	0.14549466	0.034662771	0.095892472	0.975962597	0.012257442	0.061423936	0.156179492
0.925421394	0.181970288	0.172154302	0.315251422	0.946854326	0.260152882	1.08E-07	6.45E-08	0.98382144	0.06670673	0.079656517	0.121061256	0.980075896	0.136959323	8.27E-08	5.95E-08	0.993672904	0.090923923	0.030422079	0.015665469	0.981101889	0.116340146	3.17E-08	1.87E-07	0.947144053	0.165129365	0.156132303	0.245746371	0.938774348	0.2553912	0.086059543	0.164028514	0.985707669	0.069509514	0.088576971	0.092329095	0.980519708	0.120966774	0.026791339	0.026940623	0.994884049	0.091543371	0.008633206	0.046199926	0.970274705	0.060757123	0.012899577	0.158855627
0.862958698	0.448145263	0.038899464	0.232534135	0.895279312	0.349183048	1.06E-07	4.82E-08	0.971582364	0.102712611	0.091375631	0.171766897	0.981918732	0.057241114	1.93E-08	5.86E-09	0.992099531	0.083522738	0.052489483	0.029355323	0.96342159	0.159765097	1.91E-08	1.15E-07	0.895152312	0.403252506	0.025353905	0.182663457	0.896237647	0.344316089	0.157525446	0.127945078	0.964783791	0.115550662	0.149315389	0.138997313	0.973048735	0.052374726	0.120632549	0.013216874	0.993461474	0.062091866	0.082473615	0.018600151	0.95726781	0.106117194	0.062398898	0.113861533
0.925097977	0.290545864	0.02920135	0.308428897	0.919690948	0.189159954	1.85E-07	9.64E-08	0.975728713	0.052916729	0.020070695	0.172103721	0.977834538	0.064131314	4.12E-08	6.81E-08	0.98204863	0.095854879	0.127780533	0.015070945	0.980928383	0.076430068	3.92E-08	6.76E-08	0.951144352	0.261216062	0.055401448	0.181247272	0.901359866	0.251629108	0.121827472	0.232546299	0.978529279	0.056754017	0.021171553	0.148278351	0.975365137	0.06302432	0.052911353	0.008364444	0.983256701	0.097779028	0.123826004	0.03068073	0.976156674	0.062219518	0.027992883	0.066554873
0.800903568	0.474230636	0.099150351	0.411204601	0.845327147	0.380093938	8.55E-08	1.53E-07	0.983524261	0.095734986	0.074031668	0.105765296	0.975463097	0.133611485	8.58E-08	1.05E-08	0.985939789	0.110329326	0.049750828	0.036143193	0.969353703	0.171728479	9.62E-09	2.30E-08	0.886136244	0.392597018	0.055064109	0.277682167	0.842512333	0.349172419	0.191582024	0.308371076	0.983907536	0.097609144	0.076294503	0.083129039	0.975090963	0.130447558	0.009305512	0.005732632	0.991768897	0.104433349	0.036776328	0.048146859	0.934857321	0.122209232	0.068210841	0.250882973
0.865089169	0.432604894	0.116311807	0.284496559	0.920930362	0.29923066	1.15E-07	4.86E-08	0.963225756	0.107686655	0.139471096	0.175935215	0.988043786	0.055086076	3.03E-08	7.82E-08	0.974784127	0.15269142	0.070199791	0.067792084	0.965230313	0.19080535	5.03E-08	5.94E-08	0.905196338	0.389284341	0.106775	0.171315448	0.907950952	0.281931214	3.95E-02	0.279762527	0.96750894	0.111941144	0.135170822	0.14486706	0.989141145	0.034621825	0.013680312	0.039642855	0.98420259	0.164000657	0.061963942	0.003328938	0.950805508	0.082055285	0.101828522	0.222068216
0.91243904	0.271125202	0.192144076	0.280284746	0.955748309	0.163285216	1.06E-07	7.83E-08	0.979628364	0.046747731	0.073298216	0.152685931	0.984472576	0.12141734	1.19E-08	9.55E-09	0.983366909	0.042647676	0.070801618	0.082303494	0.976057687	0.135815144	1.47E-07	2.11E-07	0.939100205	0.233267512	0.105563527	0.256811142	0.944735098	0.177151113	0.184977802	0.074458961	0.981429744	0.071497605	0.034526286	0.14312504	0.984763299	0.11443707	0.023383945	0.008956427	0.993083997	0.05329339	0.090761699	0.022620275	0.95576071	0.072603153	0.13176895	0.178968755
0.890956795	0.209158727	0.087835689	0.168842166	0.809791719	0.122916127	8.30E-07	1.51E-07	0.984790563	0.113715305	0.081869346	0.088105774	0.98008062	0.106494839	1.57E-08	8.67E-09	0.980762002	0.082084591	0.151920323	0.023157703	0.94103083	0.299962513	1.78E-07	1.83E-07	0.788077645	0.307822962	0.085830193	0.176244519	0.714795199	0.301220845	0.19265264	0.095607856	0.984313915	0.115941154	0.091463529	0.074406222	0.979546626	0.104916465	0.02112586	0.006285994	0.981107669	0.069856864	0.153572356	0.067886433	0.934359307	0.283725208	0.035462823	0.097569507
0.896419645	0.1982813	0.296812422	0.117211804	0.937396114	0.136075736	1.84E-07	1.53E-07	0.985681289	0.036310156	0.022328606	0.129524688	0.953340435	0.18355	1.29E-08	1.03E-08	0.993194899	0.0111477	0.077477345	0.046632697	0.98362636	0.133050975	8.72E-08	1.29E-08	0.778291784	0.060138133	0.485988823	0.128593672	0.850079614	0.234988226	0.161797772	0.219598446	0.988707034	0.035016961	0.006379511	0.107302148	0.951842884	0.182564972	0.042951038	0.01272275	0.996851966	0.010637547	0.062705219	0.018057711	0.968142481	0.118944481	0.018602677	0.144150385
