Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.3446,0.1347308823529411764705882353,64
2,Con,0.3435,0.1336308823529411764705882353,63
3,Con,0.3153,0.1054308823529411764705882353,58
4,Con,0.2325,0.0226308823529411764705882353,39
5,Con,0.3084,0.0985308823529411764705882353,54
6,Con,0.4112,0.2013308823529411764705882353,67
7,Con,0.2845,0.0746308823529411764705882353,51
8,Con,0.2803,0.0704308823529411764705882353,50
9,Con,0.1688,-0.0410691176470588235294117647,24
10,Con,0.1172,-0.0926691176470588235294117647,13
11,Con,0.1379,-0.0719691176470588235294117647,17
12,Con,0.3661,0.1562308823529411764705882353,65
13,Con,0.2288,0.0189308823529411764705882353,37
14,Con,0.2218,0.0119308823529411764705882353,34
15,Con,0.2701,0.0602308823529411764705882353,46
16,Con,0.3915,0.1816308823529411764705882353,66
17,Con,0.3166,0.1067308823529411764705882353,60
18,Con,0.1233,-0.0865691176470588235294117647,15
19,Con,0.245,0.0351308823529411764705882353,41
20,Con,0.101,-0.1088691176470588235294117647,12
21,Con,0.0683,-0.1415691176470588235294117647,9
22,Con,0.0461,-0.1637691176470588235294117647,7
23,Con,0.3321,0.1222308823529411764705882353,62
24,Con,0.0446,-0.1652691176470588235294117647,6
25,Con,0.2586,0.0487308823529411764705882353,45
26,Con,0.2742,0.0643308823529411764705882353,48
27,Con,0.3259,0.1160308823529411764705882353,61
28,Con,0.2276,0.0177308823529411764705882353,36
29,Con,0.3165,0.1066308823529411764705882353,59
30,Con,0.1558,-0.0540691176470588235294117647,21
31,Con,0.3119,0.1020308823529411764705882353,56
32,Con,0.157,-0.0528691176470588235294117647,22
33,Con,0.0631,-0.1467691176470588235294117647,8
34,Con,0.2131,0.0032308823529411764705882353,32
35,Unc,0.244,0.0341308823529411764705882353,40
36,Unc,0.1683,-0.0415691176470588235294117647,23
37,Unc,0.2457,0.0358308823529411764705882353,43
38,Unc,0.1827,-0.0271691176470588235294117647,29
39,Unc,0.1812,-0.0286691176470588235294117647,28
40,Unc,0.2777,0.0678308823529411764705882353,49
41,Unc,0.1713,-0.0385691176470588235294117647,25
42,Unc,0.2568,0.0469308823529411764705882353,44
43,Unc,0.1762,-0.0336691176470588235294117647,27
44,Unc,0.1286,-0.0812691176470588235294117647,16
45,Unc,0.0365,-0.1733691176470588235294117647,5
46,Unc,0.2453,0.0354308823529411764705882353,42
47,Unc,0.0212,-0.1886691176470588235294117647,2
48,Unc,0.2233,0.0134308823529411764705882353,35
49,Unc,0.3116,0.1017308823529411764705882353,55
50,Unc,0.2851,0.0752308823529411764705882353,52
51,Unc,0.1468,-0.0630691176470588235294117647,20
52,Unc,0.1899,-0.0199691176470588235294117647,30
53,Unc,0.2153,0.0054308823529411764705882353,33
54,Unc,0.146,-0.0638691176470588235294117647,19
55,Unc,0.0268,-0.1830691176470588235294117647,3
56,Unc,0.027,-0.1828691176470588235294117647,4
57,Unc,0.2922,0.0823308823529411764705882353,53
58,Unc,0.0211,-0.1887691176470588235294117647,1
59,Unc,0.0801,-0.1297691176470588235294117647,10
60,Unc,0.2705,0.0606308823529411764705882353,47
61,Unc,0.4215,0.2116308823529411764705882353,68
62,Unc,0.176,-0.0338691176470588235294117647,26
63,Unc,0.1432,-0.0666691176470588235294117647,18
64,Unc,0.2039,-0.0059691176470588235294117647,31
65,Unc,0.3141,0.1042308823529411764705882353,57
66,Unc,0.23,0.0201308823529411764705882353,38
67,Unc,0.1216,-0.0882691176470588235294117647,14
68,Unc,0.0864,-0.1234691176470588235294117647,11
