Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.0574,-0.0522985294117647058823529412,14
2,Con,0.1008,-0.0088985294117647058823529412,34
3,Con,0.0667,-0.0429985294117647058823529412,15
4,Con,0.1027,-0.0069985294117647058823529412,36
5,Con,0.0529,-0.0567985294117647058823529412,10
6,Con,0.0957,-0.0139985294117647058823529412,30
7,Con,0.1077,-0.0019985294117647058823529412,39
8,Con,0.0467,-0.0629985294117647058823529412,8
9,Con,0.1137,0.0040014705882352941176470588,42
10,Con,0.0363,-0.0733985294117647058823529412,6
11,Con,0.0959,-0.0137985294117647058823529412,31
12,Con,0.1526,0.0429014705882352941176470588,56
13,Con,0.0158,-0.0938985294117647058823529412,2
14,Con,0.1236,0.0139014705882352941176470588,52
15,Con,0.1337,0.0240014705882352941176470588,54
16,Con,0.0355,-0.0741985294117647058823529412,4
17,Con,0.1062,-0.0034985294117647058823529412,38
18,Con,0.0838,-0.0258985294117647058823529412,22
19,Con,0.1198,0.0101014705882352941176470588,49
20,Con,0.2201,0.1104014705882352941176470588,65
21,Con,0.046,-0.0636985294117647058823529412,7
22,Con,0.0902,-0.0194985294117647058823529412,28
23,Con,0.1823,0.0726014705882352941176470588,58
24,Con,0.2636,0.1539014705882352941176470588,68
25,Con,0.0846,-0.0250985294117647058823529412,23
26,Con,0.1767,0.0670014705882352941176470588,57
27,Con,0.086,-0.0236985294117647058823529412,25
28,Con,0.0695,-0.0401985294117647058823529412,17.5
29,Con,0.2599,0.1502014705882352941176470588,66
30,Con,0.1015,-0.0081985294117647058823529412,35
31,Con,0.115,0.0053014705882352941176470588,43
32,Con,0.1943,0.0846014705882352941176470588,61
33,Con,0.0549,-0.0547985294117647058823529412,11
34,Con,0.1192,0.0095014705882352941176470588,48
35,Unc,0.0687,-0.0409985294117647058823529412,16
36,Unc,0.1109,0.0012014705882352941176470588,40
37,Unc,0.0695,-0.0401985294117647058823529412,17.5
38,Unc,0.1156,0.0059014705882352941176470588,44
39,Unc,0.0568,-0.0528985294117647058823529412,13
40,Unc,0.0976,-0.0120985294117647058823529412,32
41,Unc,0.1119,0.0022014705882352941176470588,41
42,Unc,0.0715,-0.0381985294117647058823529412,19
43,Unc,0.1159,0.0062014705882352941176470588,45
44,Unc,0.035,-0.0746985294117647058823529412,3
45,Unc,0.0937,-0.0159985294117647058823529412,29
46,Unc,0.1521,0.0424014705882352941176470588,55
47,Unc,0.0152,-0.0944985294117647058823529412,1
48,Unc,0.1229,0.0132014705882352941176470588,51
49,Unc,0.1328,0.0231014705882352941176470588,53
50,Unc,0.0362,-0.0734985294117647058823529412,5
51,Unc,0.103,-0.0066985294117647058823529412,37
52,Unc,0.0852,-0.0244985294117647058823529412,24
53,Unc,0.118,0.0083014705882352941176470588,47
54,Unc,0.2186,0.1089014705882352941176470588,64
55,Unc,0.0491,-0.0605985294117647058823529412,9
56,Unc,0.0897,-0.0199985294117647058823529412,27
57,Unc,0.1841,0.0744014705882352941176470588,60
58,Unc,0.2177,0.1080014705882352941176470588,63
59,Unc,0.0791,-0.0305985294117647058823529412,21
60,Unc,0.1836,0.0739014705882352941176470588,59
61,Unc,0.0886,-0.0210985294117647058823529412,26
62,Unc,0.0725,-0.0371985294117647058823529412,20
63,Unc,0.2613,0.1516014705882352941176470588,67
64,Unc,0.0995,-0.0101985294117647058823529412,33
65,Unc,0.121,0.0113014705882352941176470588,50
66,Unc,0.1981,0.0884014705882352941176470588,62
67,Unc,0.0565,-0.0531985294117647058823529412,12
68,Unc,0.1163,0.0066014705882352941176470588,46
