Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.9669,-0.0045764705882352941176470588,21
2,Con,0.9734,0.0019235294117647058823529412,34
3,Con,0.9838,0.0123235294117647058823529412,59
4,Con,0.9716,0.0001235294117647058823529412,30
5,Con,0.9757,0.0042235294117647058823529412,39
6,Con,0.9835,0.0120235294117647058823529412,58
7,Con,0.9632,-0.0082764705882352941176470588,15.5
8,Con,0.9796,0.0081235294117647058823529412,50
9,Con,0.9848,0.0133235294117647058823529412,63
10,Con,0.9857,0.0142235294117647058823529412,65.5
11,Con,0.9878,0.0163235294117647058823529412,67
12,Con,0.9587,-0.0127764705882352941176470588,9
13,Con,0.9825,0.0110235294117647058823529412,56
14,Con,0.9759,0.0044235294117647058823529412,40
15,Con,0.9528,-0.0186764705882352941176470588,6
16,Con,0.9732,0.0017235294117647058823529412,33
17,Con,0.9819,0.0104235294117647058823529412,55
18,Con,0.9712,-0.0002764705882352941176470588,29
19,Con,0.9798,0.0083235294117647058823529412,51
20,Con,0.9616,-0.0098764705882352941176470588,12
21,Con,0.967,-0.0044764705882352941176470588,22
22,Con,0.9795,0.0080235294117647058823529412,48.5
23,Con,0.9659,-0.0055764705882352941176470588,19
24,Con,0.9425,-0.0289764705882352941176470588,3
25,Con,0.9632,-0.0082764705882352941176470588,15.5
26,Con,0.9517,-0.0197764705882352941176470588,5
27,Con,0.9691,-0.0023764705882352941176470588,27.5
28,Con,0.9793,0.0078235294117647058823529412,47
29,Con,0.9362,-0.0352764705882352941176470588,1
30,Con,0.9831,0.0116235294117647058823529412,57
31,Con,0.9731,0.0016235294117647058823529412,32
32,Con,0.9596,-0.0118764705882352941176470588,10
33,Con,0.9785,0.0070235294117647058823529412,43.5
34,Con,0.9689,-0.0025764705882352941176470588,25.5
35,Unc,0.9661,-0.0053764705882352941176470588,20
36,Unc,0.9807,0.0092235294117647058823529412,52
37,Unc,0.9857,0.0142235294117647058823529412,65.5
38,Unc,0.9648,-0.0066764705882352941176470588,18
39,Unc,0.9785,0.0070235294117647058823529412,43.5
40,Unc,0.9839,0.0124235294117647058823529412,60
41,Unc,0.9675,-0.0039764705882352941176470588,23
42,Unc,0.9814,0.0099235294117647058823529412,53
43,Unc,0.9843,0.0128235294117647058823529412,61
44,Unc,0.9887,0.0172235294117647058823529412,68
45,Unc,0.9849,0.0134235294117647058823529412,64
46,Unc,0.9639,-0.0075764705882352941176470588,17
47,Unc,0.979,0.0075235294117647058823529412,45.5
48,Unc,0.9745,0.0030235294117647058823529412,37
49,Unc,0.9544,-0.0170764705882352941176470588,7
50,Unc,0.9746,0.0031235294117647058823529412,38
51,Unc,0.979,0.0075235294117647058823529412,45.5
52,Unc,0.9691,-0.0023764705882352941176470588,27.5
53,Unc,0.976,0.0045235294117647058823529412,41
54,Unc,0.9626,-0.0088764705882352941176470588,14
55,Unc,0.9735,0.0020235294117647058823529412,35
56,Unc,0.978,0.0065235294117647058823529412,42
57,Unc,0.9689,-0.0025764705882352941176470588,25.5
58,Unc,0.948,-0.0234764705882352941176470588,4
59,Unc,0.9602,-0.0112764705882352941176470588,11
60,Unc,0.9565,-0.0149764705882352941176470588,8
61,Unc,0.9729,0.0014235294117647058823529412,31
62,Unc,0.9795,0.0080235294117647058823529412,48.5
63,Unc,0.9419,-0.0295764705882352941176470588,2
64,Unc,0.9847,0.0132235294117647058823529412,62
65,Unc,0.9742,0.0027235294117647058823529412,36
66,Unc,0.9618,-0.0096764705882352941176470588,13
67,Unc,0.9817,0.0102235294117647058823529412,54
68,Unc,0.9678,-0.0036764705882352941176470588,24
