Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.0567,-0.1533558823529411764705882353,13
2,Con,0.0113,-0.1987558823529411764705882353,2
3,Con,0.1722,-0.0378558823529411764705882353,38
4,Con,0.0389,-0.1711558823529411764705882353,10
5,Con,0.0292,-0.1808558823529411764705882353,7
6,Con,0.0992,-0.1108558823529411764705882353,21
7,Con,0.1163,-0.0937558823529411764705882353,30
8,Con,0.1921,-0.0179558823529411764705882353,43
9,Con,0.0878,-0.1222558823529411764705882353,18
10,Con,0.2968,0.0867441176470588235294117647,50
11,Con,0.1833,-0.0267558823529411764705882353,41
12,Con,0.4395,0.2294441176470588235294117647,59
13,Con,0.0385,-0.1715558823529411764705882353,9
14,Con,0.2237,0.0136441176470588235294117647,44
15,Con,0.103,-0.1070558823529411764705882353,23
16,Con,0.2492,0.0391441176470588235294117647,46
17,Con,0.0281,-0.1819558823529411764705882353,6
18,Con,0.2277,0.0176441176470588235294117647,45
19,Con,0.3714,0.1613441176470588235294117647,55
20,Con,0.1582,-0.0518558823529411764705882353,34
21,Con,0.2993,0.0892441176470588235294117647,51
22,Con,0.1176,-0.0924558823529411764705882353,31
23,Con,0.3767,0.1666441176470588235294117647,56
24,Con,0.0734,-0.1366558823529411764705882353,16
25,Con,0.0941,-0.1159558823529411764705882353,20
26,Con,0.1827,-0.0273558823529411764705882353,40
27,Con,0.1398,-0.0702558823529411764705882353,32
28,Con,0.3811,0.1710441176470588235294117647,57
29,Con,0.0336,-0.1764558823529411764705882353,8
30,Con,0.3453,0.1352441176470588235294117647,53
31,Con,0.3584,0.1483441176470588235294117647,54
32,Con,0.058,-0.1520558823529411764705882353,14
33,Con,0.3108,0.1007441176470588235294117647,52
34,Con,0.1134,-0.0966558823529411764705882353,29
35,Unc,0.0069,-0.2031558823529411764705882353,1
36,Unc,0.0188,-0.1912558823529411764705882353,3
37,Unc,0.1561,-0.0539558823529411764705882353,33
38,Unc,0.0254,-0.1846558823529411764705882353,5
39,Unc,0.0554,-0.1546558823529411764705882353,12
40,Unc,0.0551,-0.1549558823529411764705882353,11
41,Unc,0.1068,-0.1032558823529411764705882353,26
42,Unc,0.1056,-0.1044558823529411764705882353,25
43,Unc,0.0858,-0.1242558823529411764705882353,17
44,Unc,0.486,0.2759441176470588235294117647,61
45,Unc,0.163,-0.0470558823529411764705882353,35
46,Unc,0.6853,0.4752441176470588235294117647,68
47,Unc,0.0211,-0.1889558823529411764705882353,4
48,Unc,0.1811,-0.0289558823529411764705882353,39
49,Unc,0.1126,-0.0974558823529411764705882353,28
50,Unc,0.5826,0.3725441176470588235294117647,67
51,Unc,0.2507,0.0406441176470588235294117647,48
52,Unc,0.2501,0.0400441176470588235294117647,47
53,Unc,0.5503,0.3402441176470588235294117647,64
54,Unc,0.2793,0.0692441176470588235294117647,49
55,Unc,0.5748,0.3647441176470588235294117647,65
56,Unc,0.1105,-0.0995558823529411764705882353,27
57,Unc,0.5237,0.3136441176470588235294117647,63
58,Unc,0.1019,-0.1081558823529411764705882353,22
59,Unc,0.061,-0.1490558823529411764705882353,15
60,Unc,0.1661,-0.0439558823529411764705882353,37
61,Unc,0.1896,-0.0204558823529411764705882353,42
62,Unc,0.4372,0.2271441176470588235294117647,58
63,Unc,0.1651,-0.0449558823529411764705882353,36
64,Unc,0.5796,0.3695441176470588235294117647,66
65,Unc,0.5144,0.3043441176470588235294117647,62
66,Unc,0.1037,-0.1063558823529411764705882353,24
67,Unc,0.4782,0.2681441176470588235294117647,60
68,Unc,0.0927,-0.1173558823529411764705882353,19
