Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.2189,0.1255397058823529411764705882,68
2,Con,0.1173,0.0239397058823529411764705882,49
3,Con,0.1211,0.0277397058823529411764705882,50
4,Con,0.1718,0.0784397058823529411764705882,64
5,Con,0.1721,0.0787397058823529411764705882,65
6,Con,0.1058,0.0124397058823529411764705882,39.5
7,Con,0.1759,0.0825397058823529411764705882,66
8,Con,0.1527,0.0593397058823529411764705882,61
9,Con,0.0881,-0.0052602941176470588235294118,31
10,Con,0.1295,0.0361397058823529411764705882,54
11,Con,0.1058,0.0124397058823529411764705882,39.5
12,Con,0.1219,0.0285397058823529411764705882,52
13,Con,0.0662,-0.0271602941176470588235294118,22
14,Con,0.0513,-0.0420602941176470588235294118,13
15,Con,0.1089,0.0155397058823529411764705882,44
16,Con,0.1363,0.0429397058823529411764705882,55
17,Con,0.0516,-0.0417602941176470588235294118,14
18,Con,0.1068,0.0134397058823529411764705882,41
19,Con,0.0756,-0.0177602941176470588235294118,26
20,Con,0.0115,-0.0818602941176470588235294118,3
21,Con,0.1644,0.0710397058823529411764705882,63
22,Con,0.0573,-0.0360602941176470588235294118,18
23,Con,0.0086,-0.0847602941176470588235294118,2
24,Con,0.0553,-0.0380602941176470588235294118,16
25,Con,0.1024,0.0090397058823529411764705882,38
26,Con,0.1537,0.0603397058823529411764705882,62
27,Con,0.0504,-0.0429602941176470588235294118,12
28,Con,0.0135,-0.0798602941176470588235294118,4
29,Con,0.0907,-0.0026602941176470588235294118,32
30,Con,0.0526,-0.0407602941176470588235294118,15
31,Con,0.1099,0.0165397058823529411764705882,45
32,Con,0.094,0.0006397058823529411764705882,36
33,Con,0.0664,-0.0269602941176470588235294118,23
34,Con,0.1161,0.0227397058823529411764705882,47
35,Unc,0.1899,0.0965397058823529411764705882,67
36,Unc,0.0458,-0.0475602941176470588235294118,10
37,Unc,0.0923,-0.0010602941176470588235294118,33
38,Unc,0.139,0.0456397058823529411764705882,57
39,Unc,0.1483,0.0549397058823529411764705882,60
40,Unc,0.0831,-0.0102602941176470588235294118,28
41,Unc,0.1449,0.0515397058823529411764705882,59
42,Unc,0.1431,0.0497397058823529411764705882,58
43,Unc,0.0744,-0.0189602941176470588235294118,24
44,Unc,0.1073,0.0139397058823529411764705882,42
45,Unc,0.1213,0.0279397058823529411764705882,51
46,Unc,0.0867,-0.0066602941176470588235294118,30
47,Unc,0.0749,-0.0184602941176470588235294118,25
48,Unc,0.0555,-0.0378602941176470588235294118,17
49,Unc,0.0925,-0.0008602941176470588235294118,34
50,Unc,0.1167,0.0233397058823529411764705882,48
51,Unc,0.0851,-0.0082602941176470588235294118,29
52,Unc,0.1086,0.0152397058823529411764705882,43
53,Unc,0.0991,0.0057397058823529411764705882,37
54,Unc,0.016,-0.0773602941176470588235294118,5
55,Unc,0.1243,0.0309397058823529411764705882,53
56,Unc,0.0597,-0.0336602941176470588235294118,20
57,Unc,0.026,-0.0673602941176470588235294118,7
58,Unc,0.093,-0.0003602941176470588235294118,35
59,Unc,0.0787,-0.0146602941176470588235294118,27
60,Unc,0.1101,0.0167397058823529411764705882,46
61,Unc,0.0413,-0.0520602941176470588235294118,9
62,Unc,0.0164,-0.0769602941176470588235294118,6
63,Unc,0.0474,-0.0459602941176470588235294118,11
64,Unc,0.0067,-0.0866602941176470588235294118,1
65,Unc,0.0584,-0.0349602941176470588235294118,19
66,Unc,0.0639,-0.0294602941176470588235294118,21
67,Unc,0.0371,-0.0562602941176470588235294118,8
68,Unc,0.1366,0.0432397058823529411764705882,56
