Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.3447,0.0919617647058823529411764706,53
2,Con,0.504,0.2512617647058823529411764706,63
3,Con,0.2602,0.0074617647058823529411764706,39
4,Con,0.3492,0.0964617647058823529411764706,54.5
5,Con,0.1892,-0.0635382352941176470588235294,28
6,Con,0.3801,0.1273617647058823529411764706,57
7,Con,0.2992,0.0464617647058823529411764706,45
8,Con,0.1633,-0.0894382352941176470588235294,22
9,Con,0.1229,-0.1298382352941176470588235294,14
10,Con,0.1361,-0.1166382352941176470588235294,16
11,Con,0.0559,-0.1968382352941176470588235294,3
12,Con,0.1427,-0.1100382352941176470588235294,18
13,Con,0.3729,0.1201617647058823529411764706,56
14,Con,0.0609,-0.1918382352941176470588235294,5
15,Con,0.179,-0.0737382352941176470588235294,26
16,Con,0.1444,-0.1083382352941176470588235294,19
17,Con,0.3268,0.0740617647058823529411764706,50
18,Con,0.2185,-0.0342382352941176470588235294,31
19,Con,0.1885,-0.0642382352941176470588235294,27
20,Con,0.268,0.0152617647058823529411764706,40
21,Con,0.1572,-0.0955382352941176470588235294,21
22,Con,0.0819,-0.1708382352941176470588235294,11
23,Con,0.1313,-0.1214382352941176470588235294,15
24,Con,0.0295,-0.2232382352941176470588235294,1
25,Con,0.4545,0.2017617647058823529411764706,60
26,Con,0.0712,-0.1815382352941176470588235294,7.5
27,Con,0.1639,-0.0888382352941176470588235294,23
28,Con,0.1542,-0.0985382352941176470588235294,20
29,Con,0.4262,0.1734617647058823529411764706,59
30,Con,0.2318,-0.0209382352941176470588235294,32
31,Con,0.1145,-0.1382382352941176470588235294,12
32,Con,0.1173,-0.1354382352941176470588235294,13
33,Con,0.176,-0.0767382352941176470588235294,24
34,Con,0.2569,0.0041617647058823529411764706,38
35,Unc,0.3289,0.0761617647058823529411764706,51
36,Unc,0.4602,0.2074617647058823529411764706,61
37,Unc,0.2554,0.0026617647058823529411764706,36
38,Unc,0.3443,0.0915617647058823529411764706,52
39,Unc,0.2516,-0.0011382352941176470588235294,35
40,Unc,0.3492,0.0964617647058823529411764706,54.5
41,Unc,0.2819,0.0291617647058823529411764706,42
42,Unc,0.1772,-0.0755382352941176470588235294,25
43,Unc,0.3012,0.0484617647058823529411764706,46
44,Unc,0.235,-0.0177382352941176470588235294,33
45,Unc,0.0754,-0.1773382352941176470588235294,9
46,Unc,0.5209,0.2681617647058823529411764706,64
47,Unc,0.4077,0.1549617647058823529411764706,58
48,Unc,0.0601,-0.1926382352941176470588235294,4
49,Unc,0.3099,0.0571617647058823529411764706,47
50,Unc,0.4748,0.2220617647058823529411764706,62
51,Unc,0.5434,0.2906617647058823529411764706,65
52,Unc,0.2036,-0.0491382352941176470588235294,30
53,Unc,0.2718,0.0190617647058823529411764706,41
54,Unc,0.251,-0.0017382352941176470588235294,34
55,Unc,0.299,0.0462617647058823529411764706,44
56,Unc,0.0668,-0.1859382352941176470588235294,6
57,Unc,0.3122,0.0594617647058823529411764706,48
58,Unc,0.0351,-0.2176382352941176470588235294,2
59,Unc,0.5839,0.3311617647058823529411764706,67
60,Unc,0.0712,-0.1815382352941176470588235294,7.5
61,Unc,0.2561,0.0033617647058823529411764706,37
62,Unc,0.5516,0.2988617647058823529411764706,66
63,Unc,0.6021,0.3493617647058823529411764706,68
64,Unc,0.1415,-0.1112382352941176470588235294,17
65,Unc,0.2904,0.0376617647058823529411764706,43
66,Unc,0.2005,-0.0522382352941176470588235294,29
67,Unc,0.0776,-0.1751382352941176470588235294,10
68,Unc,0.3218,0.0690617647058823529411764706,49
