0.803497389,0.486082901,0.05583181,0.339113798,0.935169203,0.3542013,1.17E-07,6.46E-08,0.972041098,0.057694491,0.058072353,0.220079647,0.99564984,0.093174015,6.93E-08,1.44E-08,0.995476777,0.074977341,0.025155294,0.052645958,0.975991955,0.217806573,2.54E-08,1.07E-07,0.863076807,0.443276438,0.006825029,0.241987281,0.89780911,0.331833336,0.117509879,0.264607007,0.973826484,0.069222482,0.101108668,0.191434753,0.991567323,0.087617606,0.095193679,0.007454008,0.995399518,0.090580428,0.020714994,0.023363977,0.956393554,0.211264257,0.042183347,0.197229179
0.736334468,0.586226379,0.011156287,0.337676947,0.850148744,0.526542604,6.00E-08,5.90E-07,0.975863661,0.101044127,0.153823828,0.117551817,0.999674432,0.025515283,1.67E-08,2.06E-08,0.988195462,0.143258109,0.023890049,0.048745348,0.999070908,0.043096653,3.20E-08,8.28E-08,0.831037354,0.530020447,0.018693245,0.167647857,0.786651671,0.466347227,0.042369425,0.402373265,0.98291779,0.111164932,0.139317728,0.045886248,0.991809577,0.022668388,0.032022758,0.121550195,0.984092903,0.145484494,0.034660349,0.095885772,0.985459823,0.012376721,0.062021661,0.157699296
0.916960883,0.180306655,0.17058041,0.312369289,0.964265788,0.264936767,1.10E-07,6.57E-08,0.987106368,0.06692946,0.079922486,0.121465473,0.990376584,0.138398778,8.36E-08,6.02E-08,0.99525467,0.091068659,0.030470506,0.015690406,0.993042549,0.117756082,3.21E-08,1.89E-07,0.942855265,0.164381638,0.155425316,0.2446336,0.947902262,0.257874426,0.086896319,0.165623401,0.989264672,0.069760345,0.088896608,0.092662272,0.991742578,0.12235134,0.027097988,0.027248981,0.994693372,0.091525826,0.008631551,0.046191072,0.984897728,0.061672795,0.013093986,0.161249742
0.86247706,0.447895142,0.038877753,0.232404352,0.93164606,0.363367059,1.11E-07,5.02E-08,0.975307573,0.103106428,0.09172598,0.17242548,0.998305155,0.058196363,1.96E-08,5.96E-09,0.994661894,0.083738457,0.052625051,0.029431141,0.986527297,0.163596738,1.95E-08,1.18E-07,0.896085172,0.403672746,0.025380327,0.182853815,0.913302438,0.350872031,0.160524806,0.130381213,0.971719875,0.116381387,0.150388857,0.139996601,0.990900149,0.053335586,0.122845657,0.013459349,0.994471892,0.062155018,0.082557497,0.018619068,0.985001601,0.109191602,0.064206708,0.117160308
0.908793145,0.285425,0.028686677,0.302992844,0.979496609,0.201460647,1.97E-07,1.03E-07,0.983195318,0.053321666,0.020224282,0.173420716,0.997856215,0.065444437,4.20E-08,6.95E-08,0.986914933,0.096329864,0.128413718,0.015145625,0.996978296,0.077680614,3.99E-08,6.87E-08,0.946972983,0.260070465,0.055158477,0.180452388,0.927372803,0.258891038,0.125343371,0.239257505,0.986866374,0.057237563,0.021351935,0.149541686,0.996423477,0.064385028,0.05405372,0.008545035,0.986900817,0.098141413,0.124284924,0.030794438,0.995267001,0.063437596,0.028540902,0.067857825
0.78337157,0.463849597,0.096979922,0.40220322,0.912043915,0.410092548,9.22E-08,1.65E-07,0.986909171,0.096064469,0.074286456,0.106129299,0.990749252,0.135705266,8.72E-08,1.07E-08,0.991893493,0.110995562,0.050051254,0.036361448,0.984667549,0.174441444,9.78E-09,2.33E-08,0.87761675,0.38882251,0.054534712,0.275012474,0.858302368,0.355716471,1.95E-01,0.314150445,0.988698077,0.098084393,0.076665973,0.083533785,0.991108658,0.132590403,0.009458373,0.005826802,0.992671403,0.104528383,0.036809794,0.048190672,0.955884687,0.124958034,0.06974508,0.256525981
0.852400586,0.426259718,0.114605818,0.280323742,0.951055835,0.309019093,1.18E-07,5.01E-08,0.968173342,0.108239785,0.140187486,0.176838902,0.998449434,0.055666218,3.06E-08,7.90E-08,0.98315568,0.15400275,0.070802675,0.068374289,0.981016184,0.193925878,5.12E-08,6.04E-08,0.899959149,0.387032061,0.106157232,0.170324269,0.915448138,0.284259193,0.039830491,0.282072598,0.97343476,0.112626764,0.135998719,0.145754345,0.998492084,0.034949125,0.01380964,0.040017623,0.984497213,0.16404975,0.061982491,0.003329934,0.965174103,0.083295306,0.103367357,0.225424116
0.902771228,0.268252475,0.1901082,0.277314969,0.985717825,0.16840537,1.09E-07,8.07E-08,0.9842938,0.046970365,0.073647295,0.153413091,0.992480241,0.122404944,1.20E-08,9.63E-09,0.993038518,0.043067124,0.071497966,0.083112965,0.990457456,0.137818823,1.49E-07,2.14E-07,0.932862233,0.231718033,0.104862322,0.255105274,0.962379506,0.180459687,0.188432552,0.075849598,0.986377447,0.071858048,0.034700345,0.143846579,0.992998814,0.1153941,0.023579503,0.009031329,0.994175518,0.053351966,0.090861458,0.022645138,0.971358406,0.073788013,0.133919376,0.181889466
0.953140763,0.223756876,0.093966146,0.180626436,0.988675611,0.150068437,1.01E-06,1.84E-07,0.9861678,0.113874337,0.081983841,0.088228991,0.994148349,0.108023428,1.59E-08,8.79E-09,0.984585657,0.082404611,0.152512609,0.023247987,0.952766624,0.303703409,1.80E-07,1.85E-07,0.90742609,0.35444044,0.098828531,0.202935429,0.88801487,0.374217104,0.239339057,0.118776955,0.986180501,0.116161017,0.091636975,0.074547321,0.994064142,0.106471395,0.021438959,0.006379156,0.983250898,0.070009466,0.153907835,0.068034731,0.951495563,0.288928761,0.036113215,0.099358943
0.922273733,0.20400003,0.305372937,0.120592368,0.989627421,0.143657818,1.94E-07,1.62E-07,0.990566305,0.036490108,0.022439266,0.13016661,0.981965297,0.189061246,1.33E-08,1.06E-08,0.99581849,0.011177148,0.077682007,0.04675588,0.990975242,0.134045027,8.78E-08,1.30E-08,0.838242405,0.064770481,0.523423796,0.138499045,0.920819188,0.254542826,0.175261812,0.237872382,0.993526279,0.035187643,0.006410607,0.10782517,0.981051178,0.188167169,0.044269036,0.013113161,0.997807812,0.010647747,0.062765345,0.018075026,0.981698579,0.120609962,0.018863155,0.146168804
