Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.0747,-0.0213794117647058823529411765,27.5
2,Con,0.1433,0.0472205882352941176470588235,51
3,Con,0.0909,-0.0051794117647058823529411765,39
4,Con,0.0835,-0.0125794117647058823529411765,34
5,Con,0.0959,-0.0001794117647058823529411765,41
6,Con,0.1103,0.0142205882352941176470588235,46
7,Con,0.1527,0.0566205882352941176470588235,58
8,Con,0.0426,-0.0534794117647058823529411765,11
9,Con,0.0821,-0.0139794117647058823529411765,33
10,Con,0.0111,-0.0849794117647058823529411765,3
11,Con,0.1497,0.0536205882352941176470588235,57
12,Con,0.0758,-0.0202794117647058823529411765,29
13,Con,0.1004,0.0043205882352941176470588235,43
14,Con,0.0878,-0.0082794117647058823529411765,36
15,Con,0.1357,0.0396205882352941176470588235,49.5
16,Con,0.1999,0.1038205882352941176470588235,65
17,Con,0.061,-0.0350794117647058823529411765,18
18,Con,0.0813,-0.0147794117647058823529411765,32
19,Con,0.0493,-0.0467794117647058823529411765,12
20,Con,0.2208,0.1247205882352941176470588235,67
21,Con,0.1471,0.0510205882352941176470588235,54
22,Con,0.153,0.0569205882352941176470588235,59
23,Con,0.1357,0.0396205882352941176470588235,49.5
24,Con,0.1896,0.0935205882352941176470588235,64
25,Con,0.0512,-0.0448794117647058823529411765,13
26,Con,0.0789,-0.0171794117647058823529411765,30
27,Con,0.0228,-0.0732794117647058823529411765,7.5
28,Con,0.0228,-0.0732794117647058823529411765,7.5
29,Con,0.1732,0.0771205882352941176470588235,62
30,Con,0.0849,-0.0111794117647058823529411765,35
31,Con,0.0723,-0.0237794117647058823529411765,25
32,Con,0.0725,-0.0235794117647058823529411765,26
33,Con,0.0256,-0.0704794117647058823529411765,9
34,Con,0.0067,-0.0893794117647058823529411765,1
35,Unc,0.0906,-0.0054794117647058823529411765,38
36,Unc,0.1455,0.0494205882352941176470588235,53
37,Unc,0.0915,-0.0045794117647058823529411765,40
38,Unc,0.0621,-0.0339794117647058823529411765,19
39,Unc,0.0978,0.0017205882352941176470588235,42
40,Unc,0.1044,0.0083205882352941176470588235,45
41,Unc,0.164,0.0679205882352941176470588235,60
42,Unc,0.0533,-0.0427794117647058823529411765,14
43,Unc,0.0699,-0.0261794117647058823529411765,23
44,Unc,0.0106,-0.0854794117647058823529411765,2
45,Unc,0.1473,0.0512205882352941176470588235,55
46,Unc,0.0747,-0.0213794117647058823529411765,27.5
47,Unc,0.1015,0.0054205882352941176470588235,44
48,Unc,0.0888,-0.0072794117647058823529411765,37
49,Unc,0.1329,0.0368205882352941176470588235,48
50,Unc,0.2017,0.1056205882352941176470588235,66
51,Unc,0.0588,-0.0372794117647058823529411765,17
52,Unc,0.0808,-0.0152794117647058823529411765,31
53,Unc,0.0539,-0.0421794117647058823529411765,15
54,Unc,0.2274,0.1313205882352941176470588235,68
55,Unc,0.1448,0.0487205882352941176470588235,52
56,Unc,0.148,0.0519205882352941176470588235,56
57,Unc,0.1327,0.0366205882352941176470588235,47
58,Unc,0.1793,0.0832205882352941176470588235,63
59,Unc,0.0587,-0.0373794117647058823529411765,16
60,Unc,0.0693,-0.0267794117647058823529411765,22
61,Unc,0.0226,-0.0734794117647058823529411765,6
62,Unc,0.0208,-0.0752794117647058823529411765,5
63,Unc,0.1641,0.0680205882352941176470588235,61
64,Unc,0.0721,-0.0239794117647058823529411765,24
65,Unc,0.068,-0.0280794117647058823529411765,21
66,Unc,0.0653,-0.0307794117647058823529411765,20
67,Unc,0.0275,-0.0685794117647058823529411765,10
68,Unc,0.0176,-0.0784794117647058823529411765,4
