Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.8166,-0.0171117647058823529411764706,21
2,Con,0.7489,-0.0848117647058823529411764706,15
3,Con,0.9254,0.0916882352941176470588235294,50
4,Con,0.863,0.0292882352941176470588235294,31
5,Con,0.9251,0.0913882352941176470588235294,49
6,Con,0.8009,-0.0328117647058823529411764706,19
7,Con,0.8651,0.0313882352941176470588235294,32
8,Con,0.9124,0.0786882352941176470588235294,43.5
9,Con,0.891,0.0572882352941176470588235294,36
10,Con,0.8964,0.0626882352941176470588235294,39
11,Con,0.9746,0.1408882352941176470588235294,63
12,Con,0.6894,-0.1443117647058823529411764706,12
13,Con,0.9187,0.0849882352941176470588235294,46
14,Con,0.8892,0.0554882352941176470588235294,35
15,Con,0.8075,-0.0262117647058823529411764706,20
16,Con,0.7141,-0.1196117647058823529411764706,13
17,Con,0.9079,0.0741882352941176470588235294,42
18,Con,0.9323,0.0985882352941176470588235294,53.5
19,Con,0.854,0.0202882352941176470588235294,29
20,Con,0.9124,0.0786882352941176470588235294,43.5
21,Con,0.8558,0.0220882352941176470588235294,30
22,Con,0.9676,0.1338882352941176470588235294,62
23,Con,0.7362,-0.0975117647058823529411764706,14
24,Con,0.9848,0.1510882352941176470588235294,65
25,Con,0.784,-0.0497117647058823529411764706,17
26,Con,0.9222,0.0884882352941176470588235294,47
27,Con,0.8371,0.0033882352941176470588235294,27
28,Con,0.5402,-0.2935117647058823529411764706,4
29,Con,0.9332,0.0994882352941176470588235294,55
30,Con,0.8258,-0.0079117647058823529411764706,22
31,Con,0.8302,-0.0035117647058823529411764706,24
32,Con,0.9339,0.1001882352941176470588235294,56
33,Con,0.9137,0.0799882352941176470588235294,45
34,Con,0.8923,0.0585882352941176470588235294,37
35,Unc,0.8702,0.0364882352941176470588235294,33
36,Unc,0.8344,0.0006882352941176470588235294,26
37,Unc,0.9471,0.1133882352941176470588235294,58
38,Unc,0.8952,0.0614882352941176470588235294,38
39,Unc,0.9511,0.1173882352941176470588235294,60
40,Unc,0.8861,0.0523882352941176470588235294,34
41,Unc,0.9052,0.0714882352941176470588235294,41
42,Unc,0.9391,0.1053882352941176470588235294,57
43,Unc,0.7881,-0.0456117647058823529411764706,18
44,Unc,0.7783,-0.0554117647058823529411764706,16
45,Unc,0.9831,0.1493882352941176470588235294,64
46,Unc,0.3639,-0.4698117647058823529411764706,1
47,Unc,0.9613,0.1275882352941176470588235294,61
48,Unc,0.9323,0.0985882352941176470588235294,53.5
49,Unc,0.6601,-0.1736117647058823529411764706,9
50,Unc,0.4691,-0.3646117647058823529411764706,3
51,Unc,0.9033,0.0695882352941176470588235294,40
52,Unc,0.9266,0.0928882352941176470588235294,52
53,Unc,0.6501,-0.1836117647058823529411764706,8
54,Unc,0.8447,0.0109882352941176470588235294,28
55,Unc,0.6641,-0.1696117647058823529411764706,10
56,Unc,0.9898,0.1560882352941176470588235294,68
57,Unc,0.6861,-0.1476117647058823529411764706,11
58,Unc,0.9892,0.1554882352941176470588235294,67
59,Unc,0.926,0.0922882352941176470588235294,51
60,Unc,0.9244,0.0906882352941176470588235294,48
61,Unc,0.6028,-0.2309117647058823529411764706,5
62,Unc,0.3942,-0.4395117647058823529411764706,2
63,Unc,0.9495,0.1157882352941176470588235294,59
64,Unc,0.6179,-0.2158117647058823529411764706,7
65,Unc,0.6126,-0.2211117647058823529411764706,6
66,Unc,0.8266,-0.0071117647058823529411764706,23
67,Unc,0.8325,-0.0012117647058823529411764706,25
68,Unc,0.9855,0.1517882352941176470588235294,66
