Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0,-0.0861970588235294117647058824,17.5
2,Con,0,-0.0861970588235294117647058824,17.5
3,Con,0,-0.0861970588235294117647058824,17.5
4,Con,0,-0.0861970588235294117647058824,17.5
5,Con,0,-0.0861970588235294117647058824,17.5
6,Con,0,-0.0861970588235294117647058824,17.5
7,Con,0,-0.0861970588235294117647058824,17.5
8,Con,0,-0.0861970588235294117647058824,17.5
9,Con,0,-0.0861970588235294117647058824,17.5
10,Con,0,-0.0861970588235294117647058824,17.5
11,Con,0,-0.0861970588235294117647058824,17.5
12,Con,0,-0.0861970588235294117647058824,17.5
13,Con,0,-0.0861970588235294117647058824,17.5
14,Con,0,-0.0861970588235294117647058824,17.5
15,Con,0,-0.0861970588235294117647058824,17.5
16,Con,0,-0.0861970588235294117647058824,17.5
17,Con,0,-0.0861970588235294117647058824,17.5
18,Con,0,-0.0861970588235294117647058824,17.5
19,Con,0,-0.0861970588235294117647058824,17.5
20,Con,0,-0.0861970588235294117647058824,17.5
21,Con,0,-0.0861970588235294117647058824,17.5
22,Con,0,-0.0861970588235294117647058824,17.5
23,Con,0,-0.0861970588235294117647058824,17.5
24,Con,0,-0.0861970588235294117647058824,17.5
25,Con,0,-0.0861970588235294117647058824,17.5
26,Con,0,-0.0861970588235294117647058824,17.5
27,Con,0,-0.0861970588235294117647058824,17.5
28,Con,0,-0.0861970588235294117647058824,17.5
29,Con,0,-0.0861970588235294117647058824,17.5
30,Con,0,-0.0861970588235294117647058824,17.5
31,Con,0,-0.0861970588235294117647058824,17.5
32,Con,0,-0.0861970588235294117647058824,17.5
33,Con,0,-0.0861970588235294117647058824,17.5
34,Con,0,-0.0861970588235294117647058824,17.5
35,Unc,0.2623,0.1761029411764705882352941176,63
36,Unc,0.3971,0.3109029411764705882352941176,68
37,Unc,0.164,0.0778029411764705882352941176,50
38,Unc,0.1279,0.0417029411764705882352941176,48
39,Unc,0.2325,0.1463029411764705882352941176,61
40,Unc,0.3084,0.2222029411764705882352941176,65
41,Unc,0.2798,0.1936029411764705882352941176,64
42,Unc,0.0745,-0.0116970588235294117647058824,39
43,Unc,0.0956,0.0094029411764705882352941176,42
44,Unc,0.2196,0.1334029411764705882352941176,60
45,Unc,0.2075,0.1213029411764705882352941176,59
46,Unc,0.1988,0.1126029411764705882352941176,56
47,Unc,0.3302,0.2440029411764705882352941176,67
48,Unc,0.1077,0.0215029411764705882352941176,44
49,Unc,0.1741,0.0879029411764705882352941176,51
50,Unc,0.176,0.0898029411764705882352941176,53
51,Unc,0.0357,-0.0504970588235294117647058824,35
52,Unc,0.0867,0.0005029411764705882352941176,40
53,Unc,0.1993,0.1131029411764705882352941176,57
54,Unc,0.0891,0.0029029411764705882352941176,41
55,Unc,0.0538,-0.0323970588235294117647058824,37
56,Unc,0.0664,-0.0197970588235294117647058824,38
57,Unc,0.2044,0.1182029411764705882352941176,58
58,Unc,0.0983,0.0121029411764705882352941176,43
59,Unc,0.3144,0.2282029411764705882352941176,66
60,Unc,0.0493,-0.0368970588235294117647058824,36
61,Unc,0.1532,0.0670029411764705882352941176,49
62,Unc,0.1172,0.0310029411764705882352941176,46
63,Unc,0.1224,0.0362029411764705882352941176,47
64,Unc,0.1747,0.0885029411764705882352941176,52
65,Unc,0.1959,0.1097029411764705882352941176,55
66,Unc,0.1125,0.0263029411764705882352941176,45
67,Unc,0.2376,0.1514029411764705882352941176,62
68,Unc,0.1945,0.1083029411764705882352941176,54
