Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.91,0.0671220588235294117647058824,48
2,Con,0.8137,-0.0291779411764705882352941176,24
3,Con,0.9469,0.1040220588235294117647058824,58
4,Con,0.8953,0.0524220588235294117647058824,40
5,Con,0.9197,0.0768220588235294117647058824,51
6,Con,0.8453,0.0024220588235294117647058824,28
7,Con,0.9209,0.0780220588235294117647058824,52
8,Con,0.9557,0.1128220588235294117647058824,60
9,Con,0.8098,-0.0330779411764705882352941176,22
10,Con,0.9374,0.0945220588235294117647058824,53
11,Con,0.9735,0.1306220588235294117647058824,66
12,Con,0.7448,-0.0980779411764705882352941176,15
13,Con,0.8553,0.0124220588235294117647058824,33
14,Con,0.9078,0.0649220588235294117647058824,46
15,Con,0.6813,-0.1615779411764705882352941176,6
16,Con,0.5753,-0.2675779411764705882352941176,1
17,Con,0.8028,-0.0400779411764705882352941176,19
18,Con,0.9452,0.1023220588235294117647058824,57
19,Con,0.8986,0.0557220588235294117647058824,43
20,Con,0.9135,0.0706220588235294117647058824,49
21,Con,0.8528,0.0099220588235294117647058824,31
22,Con,0.9614,0.1185220588235294117647058824,64
23,Con,0.8488,0.0059220588235294117647058824,29
24,Con,0.984,0.1411220588235294117647058824,67
25,Con,0.6987,-0.1441779411764705882352941176,10
26,Con,0.9693,0.1264220588235294117647058824,65
27,Con,0.79,-0.0528779411764705882352941176,18
28,Con,0.7263,-0.1165779411764705882352941176,13
29,Con,0.8044,-0.0384779411764705882352941176,20
30,Con,0.941,0.0981220588235294117647058824,55
31,Con,0.8817,0.0388220588235294117647058824,38
32,Con,0.8114,-0.0314779411764705882352941176,23
33,Con,0.9593,0.1164220588235294117647058824,62
34,Con,0.8623,0.0194220588235294117647058824,35
35,Unc,0.89,0.0471220588235294117647058824,39
36,Unc,0.7763,-0.0665779411764705882352941176,17
37,Unc,0.9388,0.0959220588235294117647058824,54
38,Unc,0.8962,0.0533220588235294117647058824,41
39,Unc,0.9014,0.0585220588235294117647058824,44
40,Unc,0.8425,-0.0003779411764705882352941176,26
41,Unc,0.908,0.0651220588235294117647058824,47
42,Unc,0.9447,0.1018220588235294117647058824,56
43,Unc,0.7148,-0.1280779411764705882352941176,12
44,Unc,0.8501,0.0072220588235294117647058824,30
45,Unc,0.9539,0.1110220588235294117647058824,59
46,Unc,0.6382,-0.2046779411764705882352941176,4
47,Unc,0.8075,-0.0353779411764705882352941176,21
48,Unc,0.8241,-0.0187779411764705882352941176,25
49,Unc,0.5928,-0.2500779411764705882352941176,2
50,Unc,0.7142,-0.1286779411764705882352941176,11
51,Unc,0.682,-0.1608779411764705882352941176,7
52,Unc,0.9196,0.0767220588235294117647058824,50
53,Unc,0.8605,0.0176220588235294117647058824,34
54,Unc,0.9065,0.0636220588235294117647058824,45
55,Unc,0.7327,-0.1101779411764705882352941176,14
56,Unc,0.957,0.1141220588235294117647058824,61
57,Unc,0.8732,0.0303220588235294117647058824,36
58,Unc,0.9869,0.1440220588235294117647058824,68
59,Unc,0.6812,-0.1616779411764705882352941176,5
60,Unc,0.9596,0.1167220588235294117647058824,63
61,Unc,0.765,-0.0778779411764705882352941176,16
62,Unc,0.6938,-0.1490779411764705882352941176,9
63,Unc,0.6823,-0.1605779411764705882352941176,8
64,Unc,0.8538,0.0109220588235294117647058824,32
65,Unc,0.8434,0.0005220588235294117647058824,27
66,Unc,0.6061,-0.2367779411764705882352941176,3
67,Unc,0.8981,0.0552220588235294117647058824,42
68,Unc,0.8763,0.0334220588235294117647058824,37
