Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0,-0.0538955882352941176470588235,17.5
2,Con,0,-0.0538955882352941176470588235,17.5
3,Con,0,-0.0538955882352941176470588235,17.5
4,Con,0,-0.0538955882352941176470588235,17.5
5,Con,0,-0.0538955882352941176470588235,17.5
6,Con,0,-0.0538955882352941176470588235,17.5
7,Con,0,-0.0538955882352941176470588235,17.5
8,Con,0,-0.0538955882352941176470588235,17.5
9,Con,0,-0.0538955882352941176470588235,17.5
10,Con,0,-0.0538955882352941176470588235,17.5
11,Con,0,-0.0538955882352941176470588235,17.5
12,Con,0,-0.0538955882352941176470588235,17.5
13,Con,0,-0.0538955882352941176470588235,17.5
14,Con,0,-0.0538955882352941176470588235,17.5
15,Con,0,-0.0538955882352941176470588235,17.5
16,Con,0,-0.0538955882352941176470588235,17.5
17,Con,0,-0.0538955882352941176470588235,17.5
18,Con,0,-0.0538955882352941176470588235,17.5
19,Con,0,-0.0538955882352941176470588235,17.5
20,Con,0,-0.0538955882352941176470588235,17.5
21,Con,0,-0.0538955882352941176470588235,17.5
22,Con,0,-0.0538955882352941176470588235,17.5
23,Con,0,-0.0538955882352941176470588235,17.5
24,Con,0,-0.0538955882352941176470588235,17.5
25,Con,0,-0.0538955882352941176470588235,17.5
26,Con,0,-0.0538955882352941176470588235,17.5
27,Con,0,-0.0538955882352941176470588235,17.5
28,Con,0,-0.0538955882352941176470588235,17.5
29,Con,0,-0.0538955882352941176470588235,17.5
30,Con,0,-0.0538955882352941176470588235,17.5
31,Con,0,-0.0538955882352941176470588235,17.5
32,Con,0,-0.0538955882352941176470588235,17.5
33,Con,0,-0.0538955882352941176470588235,17.5
34,Con,0,-0.0538955882352941176470588235,17.5
35,Unc,0.0415,-0.0123955882352941176470588235,45
36,Unc,0.0614,0.0075044117647058823529411765,48.5
37,Unc,0.0129,-0.0409955882352941176470588235,38
38,Unc,0.0624,0.0085044117647058823529411765,50
39,Unc,0.028,-0.0258955882352941176470588235,41
40,Unc,0.0682,0.0143044117647058823529411765,51
41,Unc,0.1018,0.0479044117647058823529411765,55
42,Unc,0.1318,0.0779044117647058823529411765,57
43,Unc,0.0355,-0.0183955882352941176470588235,43
44,Unc,0.0186,-0.0352955882352941176470588235,40
45,Unc,0.0431,-0.0107955882352941176470588235,46
46,Unc,0.0033,-0.0505955882352941176470588235,35
47,Unc,0.0281,-0.0257955882352941176470588235,42
48,Unc,0.0128,-0.0410955882352941176470588235,37
49,Unc,0.0113,-0.0425955882352941176470588235,36
50,Unc,0.0172,-0.0366955882352941176470588235,39
51,Unc,0.0511,-0.0027955882352941176470588235,47
52,Unc,0.0694,0.0155044117647058823529411765,52
53,Unc,0.1103,0.0564044117647058823529411765,56
54,Unc,0.0753,0.0214044117647058823529411765,53
55,Unc,0.0395,-0.0143955882352941176470588235,44
56,Unc,0.0614,0.0075044117647058823529411765,48.5
57,Unc,0.1356,0.0817044117647058823529411765,58
58,Unc,0.1872,0.1333044117647058823529411765,61
59,Unc,0.3047,0.2508044117647058823529411765,68
60,Unc,0.2645,0.2106044117647058823529411765,65
61,Unc,0.2919,0.2380044117647058823529411765,67
62,Unc,0.178,0.1241044117647058823529411765,60
63,Unc,0.2877,0.2338044117647058823529411765,66
64,Unc,0.1381,0.0842044117647058823529411765,59
65,Unc,0.2311,0.1772044117647058823529411765,63
66,Unc,0.2248,0.1709044117647058823529411765,62
67,Unc,0.2485,0.1946044117647058823529411765,64
68,Unc,0.0879,0.0340044117647058823529411765,54
