Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0,-0.0888132352941176470588235294,17.5
2,Con,0,-0.0888132352941176470588235294,17.5
3,Con,0,-0.0888132352941176470588235294,17.5
4,Con,0,-0.0888132352941176470588235294,17.5
5,Con,0,-0.0888132352941176470588235294,17.5
6,Con,0,-0.0888132352941176470588235294,17.5
7,Con,0,-0.0888132352941176470588235294,17.5
8,Con,0,-0.0888132352941176470588235294,17.5
9,Con,0,-0.0888132352941176470588235294,17.5
10,Con,0,-0.0888132352941176470588235294,17.5
11,Con,0,-0.0888132352941176470588235294,17.5
12,Con,0,-0.0888132352941176470588235294,17.5
13,Con,0,-0.0888132352941176470588235294,17.5
14,Con,0,-0.0888132352941176470588235294,17.5
15,Con,0,-0.0888132352941176470588235294,17.5
16,Con,0,-0.0888132352941176470588235294,17.5
17,Con,0,-0.0888132352941176470588235294,17.5
18,Con,0,-0.0888132352941176470588235294,17.5
19,Con,0,-0.0888132352941176470588235294,17.5
20,Con,0,-0.0888132352941176470588235294,17.5
21,Con,0,-0.0888132352941176470588235294,17.5
22,Con,0,-0.0888132352941176470588235294,17.5
23,Con,0,-0.0888132352941176470588235294,17.5
24,Con,0,-0.0888132352941176470588235294,17.5
25,Con,0,-0.0888132352941176470588235294,17.5
26,Con,0,-0.0888132352941176470588235294,17.5
27,Con,0,-0.0888132352941176470588235294,17.5
28,Con,0,-0.0888132352941176470588235294,17.5
29,Con,0,-0.0888132352941176470588235294,17.5
30,Con,0,-0.0888132352941176470588235294,17.5
31,Con,0,-0.0888132352941176470588235294,17.5
32,Con,0,-0.0888132352941176470588235294,17.5
33,Con,0,-0.0888132352941176470588235294,17.5
34,Con,0,-0.0888132352941176470588235294,17.5
35,Unc,0.1165,0.0276867647058823529411764706,44
36,Unc,0.0418,-0.0470132352941176470588235294,36
37,Unc,0.0861,-0.0027132352941176470588235294,40
38,Unc,0.1575,0.0686867647058823529411764706,49
39,Unc,0.1218,0.0329867647058823529411764706,45
40,Unc,0.1916,0.1027867647058823529411764706,56
41,Unc,0.0395,-0.0493132352941176470588235294,35
42,Unc,0.185,0.0961867647058823529411764706,53
43,Unc,0.1927,0.1038867647058823529411764706,57
44,Unc,0.1618,0.0729867647058823529411764706,51
45,Unc,0.1328,0.0439867647058823529411764706,46
46,Unc,0.215,0.1261867647058823529411764706,60
47,Unc,0.1943,0.1054867647058823529411764706,58
48,Unc,0.2518,0.1629867647058823529411764706,63
49,Unc,0.2436,0.1547867647058823529411764706,62
50,Unc,0.1687,0.0798867647058823529411764706,52
51,Unc,0.4261,0.3372867647058823529411764706,68
52,Unc,0.151,0.0621867647058823529411764706,48
53,Unc,0.1064,0.0175867647058823529411764706,42
54,Unc,0.1464,0.0575867647058823529411764706,47
55,Unc,0.4201,0.3312867647058823529411764706,67
56,Unc,0.0757,-0.0131132352941176470588235294,38
57,Unc,0.2434,0.1545867647058823529411764706,61
58,Unc,0.0759,-0.0129132352941176470588235294,39
59,Unc,0.202,0.1131867647058823529411764706,59
60,Unc,0.1097,0.0208867647058823529411764706,43
61,Unc,0.0905,0.0016867647058823529411764706,41
62,Unc,0.1885,0.0996867647058823529411764706,54.5
63,Unc,0.319,0.2301867647058823529411764706,66
64,Unc,0.2853,0.1964867647058823529411764706,65
65,Unc,0.0721,-0.0167132352941176470588235294,37
66,Unc,0.1885,0.0996867647058823529411764706,54.5
67,Unc,0.279,0.1901867647058823529411764706,64
68,Unc,0.1592,0.0703867647058823529411764706,50
