Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.0524,0.0067102941176470588235294118,50.5
2,Con,0.0488,0.0031102941176470588235294118,47
3,Con,0.0157,-0.0299897058823529411764705882,10
4,Con,0.0294,-0.0162897058823529411764705882,27
5,Con,0.0151,-0.0305897058823529411764705882,8
6,Con,0.0361,-0.0095897058823529411764705882,32
7,Con,0.0678,0.0221102941176470588235294118,53
8,Con,0.0823,0.0366102941176470588235294118,58
9,Con,0.0232,-0.0224897058823529411764705882,21
10,Con,0.0466,0.0009102941176470588235294118,43
11,Con,0.1367,0.0910102941176470588235294118,67
12,Con,0.0149,-0.0307897058823529411764705882,7
13,Con,0.0165,-0.0291897058823529411764705882,12
14,Con,0.0107,-0.0349897058823529411764705882,6
15,Con,0.0765,0.0308102941176470588235294118,56
16,Con,0.0482,0.0025102941176470588235294118,45
17,Con,0.0789,0.0332102941176470588235294118,57
18,Con,0.0883,0.0426102941176470588235294118,60
19,Con,0.0961,0.0504102941176470588235294118,62
20,Con,0.0427,-0.0029897058823529411764705882,40
21,Con,0.0699,0.0242102941176470588235294118,55
22,Con,0.0617,0.0160102941176470588235294118,52
23,Con,0.0257,-0.0199897058823529411764705882,23
24,Con,0.0164,-0.0292897058823529411764705882,11
25,Con,0.1388,0.0931102941176470588235294118,68
26,Con,0.1343,0.0886102941176470588235294118,66
27,Con,0.0859,0.0402102941176470588235294118,59
28,Con,0.0998,0.0541102941176470588235294118,63
29,Con,0.11,0.0643102941176470588235294118,65
30,Con,0.0053,-0.0403897058823529411764705882,3
31,Con,0.0382,-0.0074897058823529411764705882,33
32,Con,0.1059,0.0602102941176470588235294118,64
33,Con,0.0523,0.0066102941176470588235294118,49
34,Con,0.0087,-0.0369897058823529411764705882,4
35,Unc,0.0234,-0.0222897058823529411764705882,22
36,Unc,0.0959,0.0502102941176470588235294118,61
37,Unc,0.0462,0.0005102941176470588235294118,42
38,Unc,0.0186,-0.0270897058823529411764705882,15
39,Unc,0.0307,-0.0149897058823529411764705882,28
40,Unc,0.0481,0.0024102941176470588235294118,44
41,Unc,0.0033,-0.0423897058823529411764705882,2
42,Unc,0.0226,-0.0230897058823529411764705882,20
43,Unc,0.0679,0.0222102941176470588235294118,54
44,Unc,0.0181,-0.0275897058823529411764705882,14
45,Unc,0.0427,-0.0029897058823529411764705882,40
46,Unc,0.0328,-0.0128897058823529411764705882,30
47,Unc,0.0283,-0.0173897058823529411764705882,26
48,Unc,0.0524,0.0067102941176470588235294118,50.5
49,Unc,0.0417,-0.0039897058823529411764705882,36
50,Unc,0.0194,-0.0262897058823529411764705882,16
51,Unc,0.0216,-0.0240897058823529411764705882,19
52,Unc,0.0207,-0.0249897058823529411764705882,17
53,Unc,0.0502,0.0045102941176470588235294118,48
54,Unc,0.0212,-0.0244897058823529411764705882,18
55,Unc,0.0484,0.0027102941176470588235294118,46
56,Unc,0.042,-0.0036897058823529411764705882,37
57,Unc,0.0026,-0.0430897058823529411764705882,1
58,Unc,0.0317,-0.0139897058823529411764705882,29
59,Unc,0.0104,-0.0352897058823529411764705882,5
60,Unc,0.0427,-0.0029897058823529411764705882,40
61,Unc,0.0351,-0.0105897058823529411764705882,31
62,Unc,0.0384,-0.0072897058823529411764705882,34
63,Unc,0.0166,-0.0290897058823529411764705882,13
64,Unc,0.0281,-0.0175897058823529411764705882,25
65,Unc,0.0402,-0.0054897058823529411764705882,35
66,Unc,0.0423,-0.0033897058823529411764705882,38
67,Unc,0.0273,-0.0183897058823529411764705882,24
68,Unc,0.0155,-0.0301897058823529411764705882,9
