Id,Group,Value,aligned(Value) for Group,ART(Value) for Group
1,Con,0.9678,0.0026617647058823529411764706,31
2,Con,0.9916,0.0264617647058823529411764706,67
3,Con,0.9811,0.0159617647058823529411764706,52
4,Con,0.9634,-0.0017382352941176470588235294,22
5,Con,0.9809,0.0157617647058823529411764706,51
6,Con,0.9694,0.0042617647058823529411764706,35
7,Con,0.9652,0.0000617647058823529411764706,26
8,Con,0.9761,0.0109617647058823529411764706,43
9,Con,0.941,-0.0241382352941176470588235294,9
10,Con,0.9836,0.0184617647058823529411764706,58
11,Con,0.9626,-0.0025382352941176470588235294,21
12,Con,0.9908,0.0256617647058823529411764706,66
13,Con,0.9687,0.0035617647058823529411764706,33
14,Con,0.9817,0.0165617647058823529411764706,53.5
15,Con,0.9673,0.0021617647058823529411764706,29
16,Con,0.9922,0.0270617647058823529411764706,68
17,Con,0.9752,0.0100617647058823529411764706,41
18,Con,0.974,0.0088617647058823529411764706,40
19,Con,0.9878,0.0226617647058823529411764706,63
20,Con,0.9868,0.0216617647058823529411764706,61
21,Con,0.9845,0.0193617647058823529411764706,60
22,Con,0.9834,0.0182617647058823529411764706,57
23,Con,0.9837,0.0185617647058823529411764706,59
24,Con,0.9708,0.0056617647058823529411764706,38
25,Con,0.9693,0.0041617647058823529411764706,34
26,Con,0.9776,0.0124617647058823529411764706,46
27,Con,0.9294,-0.0357382352941176470588235294,4
28,Con,0.9613,-0.0038382352941176470588235294,20
29,Con,0.9455,-0.0196382352941176470588235294,13
30,Con,0.9643,-0.0008382352941176470588235294,25
31,Con,0.9797,0.0145617647058823529411764706,48.5
32,Con,0.9832,0.0180617647058823529411764706,56
33,Con,0.9808,0.0156617647058823529411764706,50
34,Con,0.9762,0.0110617647058823529411764706,44.5
35,Unc,0.9404,-0.0247382352941176470588235294,8
36,Unc,0.976,0.0108617647058823529411764706,42
37,Unc,0.9703,0.0051617647058823529411764706,36
38,Unc,0.9573,-0.0078382352941176470588235294,19
39,Unc,0.9762,0.0110617647058823529411764706,44.5
40,Unc,0.9349,-0.0302382352941176470588235294,6
41,Unc,0.9508,-0.0143382352941176470588235294,16
42,Unc,0.9558,-0.0093382352941176470588235294,18
43,Unc,0.9344,-0.0307382352941176470588235294,5
44,Unc,0.9681,0.0029617647058823529411764706,32
45,Unc,0.9497,-0.0154382352941176470588235294,14.5
46,Unc,0.9902,0.0250617647058823529411764706,65
47,Unc,0.9677,0.0025617647058823529411764706,30
48,Unc,0.9797,0.0145617647058823529411764706,48.5
49,Unc,0.9655,0.0003617647058823529411764706,27
50,Unc,0.9888,0.0236617647058823529411764706,64
51,Unc,0.9666,0.0014617647058823529411764706,28
52,Unc,0.9715,0.0063617647058823529411764706,39
53,Unc,0.9817,0.0165617647058823529411764706,53.5
54,Unc,0.9869,0.0217617647058823529411764706,62
55,Unc,0.982,0.0168617647058823529411764706,55
56,Unc,0.9796,0.0144617647058823529411764706,47
57,Unc,0.9704,0.0052617647058823529411764706,37
58,Unc,0.9637,-0.0014382352941176470588235294,23
59,Unc,0.9418,-0.0233382352941176470588235294,10
60,Unc,0.9441,-0.0210382352941176470588235294,12
61,Unc,0.8889,-0.0762382352941176470588235294,1
62,Unc,0.9384,-0.0267382352941176470588235294,7
63,Unc,0.9,-0.0651382352941176470588235294,2
64,Unc,0.9638,-0.0013382352941176470588235294,24
65,Unc,0.9497,-0.0154382352941176470588235294,14.5
66,Unc,0.9511,-0.0140382352941176470588235294,17
67,Unc,0.9429,-0.0222382352941176470588235294,11
68,Unc,0.9036,-0.0615382352941176470588235294,3
