-0.8398,0.4368,0.3311,0.3357,1.5259,0.5493,-72.1581,825.2734,-702.7686,-0.9094,0.1794,0.334,-0.6714,1.8311,-3.1738,29.9702,795.965,370.6948,-0.7415,0.6091,0.2837,-0.4272,-0.061,-0.7324,-260.0621,488.596,-436.8846,0.2483,0.9529,-0.1492,1.5259,-2.4719,0.4272,-183.9973,530.4384,320.7288,0.259,0.4062,0.8916,1.8005,-0.3662,2.3499,94.6782,252.7057,430.2252,0.1577,-0.0745,1.1274,0.0305,1.0376,-0.885,286.8285,226.9584,315.9143,0.1787,0.2625,0.9705,-1.5564,1.4038,0.6409,-14.4316,325.7658,-48.5427,0.2849,0.4578,0.8916,-0.5798,0.7629,-1.3733,-426.1488,406.8383,553.0405,0.04608,1695794648761.576
-0.854,0.449,0.3408,-0.1526,2.2278,3.0823,-75.766,828.893,-713.2057,-0.9236,0.1875,0.3394,-0.885,1.8921,-1.4343,33.4961,792.4508,353.7681,-0.7449,0.6108,0.2888,-0.9766,0.7019,0.7935,-251.3352,497.3522,-421.7033,0.2568,0.9961,-0.1519,1.709,-1.6174,-0.3357,-183.9973,530.4384,320.7288,0.271,0.4302,0.9302,2.8076,0.5798,3.0518,87.5327,270.6281,444.0477,0.1602,-0.0667,1.1541,0.3357,1.8921,-0.0305,285.0246,210.6174,303.6967,0.1792,0.2817,1.0181,-1.4954,1.9836,1.1597,-23.4514,331.1952,-60.6784,0.2874,0.4836,0.9421,-1.0071,1.3123,-0.7629,-420.7545,419.3839,540.9048,0.046075,1695794648797.172
-0.8728,0.4426,0.3384,-0.3662,1.4648,-0.3662,-77.57,827.0832,-694.0709,-0.9343,0.1868,0.3303,-0.9155,2.3499,-4.303,40.5479,778.394,377.4655,-0.7542,0.6138,0.2822,-0.5188,1.1597,-1.5259,-251.3352,493.8497,-421.7033,0.2441,0.9749,-0.1499,-0.4272,-1.4038,0.1221,-183.9973,530.4384,320.7288,0.2527,0.4114,0.9141,0.1221,-0.3052,3.1128,105.3965,267.0436,433.6808,0.1479,-0.074,1.1316,-1.4954,0.7324,-0.8545,288.6325,243.2994,328.132,0.166,0.2644,0.9805,-3.2959,0.946,0.6714,-28.8632,311.2873,-76.2814,0.2695,0.4565,0.8982,-2.4414,-0.1831,-0.7935,-424.3506,430.1374,537.4374,0.046067,1695794648798.7607
-0.8301,0.4373,0.3289,-0.0305,1.9226,2.2583,-70.3542,819.8439,-711.4662,-0.8953,0.1877,0.3279,-0.5188,1.6174,-1.9531,38.785,783.6653,369.0021,-0.7322,0.6033,0.2874,-0.2441,0.1221,0.7019,-253.0806,485.0935,-426.7637,0.2527,0.9587,-0.1545,2.2278,-1.5259,-0.5493,-183.9973,530.4384,320.7288,0.2656,0.4146,0.9004,2.655,0.1831,2.5024,98.251,252.7057,433.6808,0.1624,-0.0647,1.1394,0.824,1.9226,-0.6409,285.0246,239.668,307.1874,0.1836,0.2759,0.9954,-0.7019,2.0447,0.3662,-12.6277,313.0971,-50.2764,0.293,0.4731,0.9155,-0.2136,1.4648,-1.77,-422.5526,417.5917,539.1711,0.046105,1695794648839.035
-0.8833,0.4543,0.3467,-0.0305,2.3499,1.5869,-92.0016,816.2243,-721.9033,-0.9434,0.1841,0.3467,-1.1292,2.0142,-2.6855,42.3109,783.6653,362.2314,-0.7568,0.6167,0.2915,-1.1902,1.0071,-0.6409,-260.0621,488.596,-423.3901,0.2598,1.01,-0.1521,1.2207,-1.4343,-0.3662,-183.9973,530.4384,320.7288,0.2725,0.4307,0.9331,0.946,0.5188,3.0212,91.1055,259.8747,437.1365,0.1611,-0.0684,1.1511,-1.4038,1.4038,-0.1526,295.8483,217.88,307.1874,0.1819,0.2737,1.0127,-3.4485,2.2278,1.1292,-12.6277,320.3364,-78.0151,0.2913,0.4739,0.9258,-2.9297,1.2207,-0.3052,-429.745,424.7607,539.1711,0.046068,1695794648915.153
-0.8389,0.4336,0.3274,-0.5493,1.2512,0.5798,-84.7858,808.985,-711.4662,-0.9014,0.1836,0.3149,-0.946,1.77,-3.6926,45.8368,776.6369,375.7728,-0.7349,0.5991,0.2766,-0.7019,0.5493,-0.9766,-253.0806,492.0985,-413.2692,0.2324,0.9519,-0.1509,0.6714,-1.3428,-0.061,-183.9973,530.4384,320.7288,0.2505,0.4043,0.8884,1.3733,-0.2136,2.8992,100.0374,261.6669,449.2312,0.1514,-0.0728,1.123,-0.4578,1.5259,-0.6104,285.0246,228.774,314.1689,0.1689,0.2629,0.9795,-1.9226,1.4648,0.5188,-27.0593,338.4344,-64.1458,0.2712,0.4558,0.8923,-1.0681,0.946,-1.3428,-417.1583,412.215,537.4374,0.046081,1695794648938.539
-0.8625,0.447,0.3398,0.1831,2.655,2.2583,-77.57,827.0832,-718.4243,-0.9277,0.1877,0.3389,-0.6714,1.8921,-1.5869,42.3109,769.6085,372.3875,-0.748,0.6152,0.2888,-0.4578,-0.061,0.5188,-261.8075,497.3522,-428.4506,0.2542,0.9939,-0.1506,2.2888,-2.0142,0.0916,-183.9973,530.4384,320.7288,0.2664,0.4272,0.9287,2.4414,0.0,2.594,96.4646,272.4203,425.0418,0.1582,-0.0691,1.1506,0.0916,1.2817,-0.7629,285.0246,217.88,314.1689,0.1777,0.2803,1.0134,-1.77,1.4954,0.5493,-19.8435,331.1952,-60.6784,0.2874,0.4814,0.936,-1.1902,0.7629,-1.2207,-420.7545,426.5529,540.9048,0.046093,1695794649038.279
-0.8599,0.4446,0.3362,-0.8545,1.0681,1.0071,-64.9423,810.7949,-706.2476,-0.9241,0.1846,0.3347,-1.0986,1.4038,-3.7231,61.7034,774.8798,380.8508,-0.7473,0.6101,0.2866,-1.1902,0.2136,-1.1902,-244.3536,486.8448,-431.8242,0.2473,0.9766,-0.1492,0.1831,-1.1292,0.8545,-185.7837,525.0441,332.8645,0.2607,0.4207,0.9114,0.9766,-1.0071,3.5095,96.4646,261.6669,442.3199,0.157,-0.0706,1.1348,-0.9155,0.2747,-0.7935,292.2404,236.0367,307.1874,0.1721,0.2703,0.991,-2.7771,0.5493,1.0376,-23.4514,309.4775,-64.1458,0.2771,0.4668,0.9082,-1.8616,-0.2747,-0.4272,-427.9469,405.046,540.9048,0.046062,1695794649059.301
-0.8503,0.4419,0.3359,-0.1526,1.2817,1.77,-59.5304,834.3224,-707.9871,-0.916,0.1892,0.3298,-0.7019,1.1597,-2.8992,49.3627,787.1795,358.8461,-0.7439,0.6099,0.2842,-0.7019,-0.1831,-0.5798,-256.5713,478.0886,-436.8846,0.2476,0.9761,-0.1487,1.2207,-1.8616,0.824,-196.502,528.6403,325.9298,0.2622,0.418,0.9099,1.6785,-0.824,2.7466,94.6782,288.5505,440.5921,0.1582,-0.0708,1.1372,-0.1831,0.5798,-1.1902,290.4364,234.221,315.9143,0.1777,0.2695,0.9905,-1.77,0.6104,0.6104,-21.6474,333.005,-58.9448,0.2842,0.4685,0.9084,-0.6409,-0.3052,-1.0376,-415.3602,424.7607,553.0405,0.046085,1695794649067.456
-0.8521,0.4412,0.3381,-0.7629,0.0,2.7161,-84.7858,827.0832,-711.4662,-0.9133,0.1826,0.3347,-1.2207,-0.2136,-2.8992,47.5998,767.8514,363.9241,-0.738,0.5984,0.2871,-2.0447,-1.0071,-0.6714,-251.3352,504.3571,-418.3297,0.2527,0.9766,-0.1484,1.5869,-1.6174,1.6785,-205.4339,526.8422,324.1961,0.2705,0.4165,0.9109,1.9836,-1.3428,3.3264,92.8919,276.0048,431.953,0.1653,-0.0686,1.1372,0.0305,0.4272,-0.7935,285.0246,214.2487,307.1874,0.1826,0.2737,0.9993,-1.9531,0.946,0.7324,-27.0593,320.3364,-60.6784,0.2881,0.4731,0.9263,-1.2512,0.3357,-1.0376,-413.5621,422.9684,551.3068,0.046091,1695794649125.55
