frameIndex,thumb_x,thumb_y,thumb_z,thumb_v,index_x,index_y,index_z,index_v,middle_x,middle_y,middle_z,middle_v,ring_x,ring_y,ring_z,ring_v,pinky_x,pinky_y,pinky_z,pinky_v,palm_x,palm_y,palm_z,palm_v,date_now
0,234.959747314453,307.964324951172,43.9636688232422,62.1308092513464,293.544708251953,315.331451416016,24.415491104126,108.205646972138,297.353302001953,263.694976806641,47.2994384765625,107.31898052398,293.227081298828,245.430465698242,22.7660503387451,83.3557834574078,288.381622314453,223.649353027344,23.7604007720947,66.7148497453421,249.366958618164,233.457229614258,27.5767593383789,24.7192677965862,2023/7/20 16:05:59
1,235.834426879883,307.946868896484,44.7712783813477,66.0509763562583,295.32568359375,314.738922119141,24.5936946868896,106.121799403167,298.812377929688,262.460998535156,46.6595497131348,120.06049246224,294.134918212891,244.728149414063,21.5403079986572,98.3883803254386,288.699768066406,222.817840576172,22.8647117614746,74.9881694210862,249.848526000977,233.377807617188,27.7314014434814,29.69333859777,2023/7/20 16:05:59
2,236.540161132813,308.180480957031,45.3575286865234,52.5644886222597,296.762023925781,314.276214599609,24.087890625,88.0785664457641,300.263244628906,261.366668701172,46.0514030456543,113.9772829609,294.886657714844,244.079559326172,20.0697860717773,103.506807508327,289.019226074219,222.060638427734,21.958625793457,72.8101316339487,250.338882446289,233.30810546875,27.8541469573975,29.3767977558003,2023/7/20 16:05:59
3,237.48307800293,308.560668945313,46.302978515625,77.5220436014671,297.738525390625,314.096893310547,23.4255428314209,65.9585535586723,301.278472900391,260.479217529297,45.3671646118164,90.6895147622295,295.408386230469,243.677978515625,18.7340698242188,86.6034649075048,289.339965820313,221.621780395508,21.1795234680176,57.1639453703859,250.827255249023,233.403396606445,27.9792900085449,29.7645498899075,2023/7/20 16:05:59
4,237.849060058594,308.994659423828,46.9439239501953,47.8996076854662,297.977752685547,314.273345947266,22.3904342651367,59.1664630967737,301.544189453125,259.828552246094,44.7976722717285,51.5536608474107,295.533172607422,243.631637573242,17.4690437316895,72.4821010683287,289.470458984375,221.516830444336,20.4163036346436,45.7088772234555,251.124771118164,233.592422485352,28.0311222076416,20.5580589766685,2023/7/20 16:05:59
5,237.83869934082,309.255279541016,47.4516487121582,31.5643586193153,297.8115234375,314.334197998047,21.3267440795898,59.9110652680923,301.550445556641,258.936553955078,44.6444282531738,53.2200850040758,295.53173828125,243.564376831055,16.2971324920654,65.9174053919862,289.573486328125,221.383544921875,19.7139587402344,41.4464976299161,251.421813964844,233.643249511719,28.0986881256104,17.7788843580241,2023/7/20 16:05:59
6,237.870498657227,309.535736083984,48.234992980957,45.5680474366742,297.565673828125,314.49462890625,20.8309307098389,32.4435515025673,300.725524902344,257.743469238281,44.674690246582,81.3455581775002,295.519927978516,243.675735473633,15.4693851470947,45.1813149514103,289.685943603516,221.426223754883,19.1854801177979,29.9338073116332,251.730133056641,233.8203125,28.2340812683105,21.8029524064839,2023/7/20 16:05:59
7,237.668640136719,309.721832275391,48.4302558898926,18.0686222473038,296.743316650391,314.489807128906,19.7884197235107,76.585343516933,297.303253173828,255.529678344727,43.7982559204102,226.695544011263,295.335327148438,243.720443725586,14.5904998779297,49.3808918381738,289.681274414063,221.413772583008,18.6631736755371,29.3215716477791,251.88525390625,233.872161865234,28.2021770477295,9.66217826036312,2023/7/20 16:05:59
8,237.093307495117,309.755554199219,48.5732460021973,31.8845642768482,295.59765625,314.273345947266,18.96994972229,81.6789975608582,296.906951904297,255.091827392578,43.7209358215332,33.4142003392624,294.997863769531,243.705123901367,13.8833045959473,40.6564519733161,289.543884277344,221.346221923828,18.2510814666748,23.1393296764674,251.90348815918,233.842681884766,28.1765804290771,2.46919203280294,2023/7/20 16:05:59
9,236.378753662109,309.783355712891,48.568775177002,39.3196721976302,293.836181640625,314.226623535156,18.0075149536133,116.270730858691,296.284393310547,255.003753662109,43.7319107055664,35.4716424756419,294.525970458984,243.77897644043,13.5799541473389,27.978171821223,289.310363769531,221.40446472168,18.0625419616699,15.2723628049854,251.763259887695,233.805160522461,28.1184310913086,9.06009793413178,2023/7/20 16:05:59
10,235.759918212891,309.771453857422,48.6527786254883,34.1885467825891,291.890380859375,314.246307373047,17.0288219451904,124.445205226688,295.618713378906,255.00993347168,43.817455291748,38.3208348957101,294.053161621094,243.893569946289,13.4486389160156,25.6110981138238,289.104248046875,221.532974243164,18.0161247253418,13.8253217448018,251.597640991211,233.780654907227,28.0850791931152,9.79665344216443,2023/7/20 16:05:59
11,235.517013549805,309.701507568359,48.6147651672363,14.8428892528323,289.962768554688,313.544311523438,16.3495235443115,125.5899955995,295.206512451172,254.885040283203,44.0160064697266,27.7971036095773,293.733276367188,243.844604492188,13.3779973983765,15.1669331877171,288.972839355469,221.503463745117,18.0481185913086,7.44471118864356,251.472381591797,233.700866699219,28.0572071075439,8.7871134176807,2023/7/20 16:05:59
12,234.92333984375,309.690582275391,48.2804183959961,36.9321609387486,287.333343505859,312.187866210938,15.2914085388184,178.655870711499,294.808197021484,254.938766479492,43.8562545776367,24.0214825211614,293.378234863281,243.871520996094,13.0475044250488,23.9881614729174,288.840911865234,221.540115356445,17.9423217773438,8.91498089023136,251.381454467773,233.669219970703,27.9840488433838,6.89892458110517,2023/7/20 16:05:59
13,234.59733581543,309.696990966797,48.2389602661133,18.2830333946894,285.296203613281,311.453186035156,14.5634908676147,132.090673213893,294.385681152344,255.023681640625,43.9339370727539,25.4803335159334,293.059722900391,243.949844360352,12.9606971740723,16.5510016303928,288.788452148438,221.656494140625,18.0181350708008,9.38805657561386,251.279312133789,233.646759033203,27.947265625,6.4153160218,2023/7/20 16:05:59
14,234.85075378418,309.782501220703,48.2635498046875,14.879626856856,283.895141601563,311.361633300781,13.2361478805542,110.634236952778,294.267639160156,254.976760864258,44.0349159240723,9.45138854824192,292.923522949219,243.760360717773,13.0041732788086,13.453081302887,288.793853759766,221.545959472656,18.2247219085693,14.0043229087822,251.293533325195,233.575775146484,27.9738540649414,4.47163960132352,2023/7/20 16:05:59
