0.1425006, 0.1623607, 0.4883015, 0.8455141,0.1215871, 0.2918499, 0.4881633, 0.8134721,0.05582012, 0.2516752, 0.5100386, 0.8206122,-0.004691937, 0.2134771, 0.5271691, 0.8224951,-0.04278756, 0.07567427, -0.02835213, 0.9958106,0.1757184, 0.09979292, -0.05280368, 0.9779449,0.03096236, 0.1064365, -0.03765812, 0.9931236,-0.1365224, 0.1112542, -0.01921896, 0.9841823,-0.04578675, 0.003300309, -0.1106861, 0.9927947,0.1166157, -0.03751265, -0.1048357, 0.9869159,-0.1079626, -0.01301514, -0.1105818, 0.9879,-0.6598154, 0.05338849, -0.09771075, 0.7431325,-0.04082161, -0.07365867, -0.1435075, 0.9860596,0.09980769, -0.136783, -0.1225493, 0.9779113,-0.2112159, -0.09156502, -0.1591973, 0.9600312,-0.7447606, 0.02220076, -0.1823049, 0.6415635,-0.004547498, -0.1427371, -0.2167881, 0.9657165,0.2005091, -0.2886137, -0.1501303, 0.9240991,0.04431511, -0.2596853, -0.1959604, 0.944563,-0.1139711, -0.2233329, -0.2365574, 0.9387085,1695803606879
0.1424472, 0.1623591, 0.4883192, 0.8455133,0.121453, 0.2918345, 0.4881982, 0.8134766,0.05564094, 0.2516291, 0.510086, 0.820609,-0.004990213, 0.2133508, 0.5272441, 0.8224781,-0.04282969, 0.07564238, -0.02833289, 0.9958118,0.1758015, 0.0997674, -0.05279427, 0.977933,0.03116329, 0.1064054, -0.03766507, 0.9931204,-0.1356818, 0.1112121, -0.01930358, 0.9843016,-0.04582459, 0.003265031, -0.1106641, 0.9927955,0.116543, -0.03752896, -0.104811, 0.9869266,-0.1081003, -0.01302937, -0.1105622, 0.9878869,-0.6596611, 0.05333148, -0.09772163, 0.7432722,-0.04085637, -0.073695, -0.1434823, 0.9860591,0.09963948, -0.1367978, -0.1225364, 0.977928,-0.2123965, -0.09141467, -0.1592864, 0.9597703,-0.7449197, 0.02219558, -0.1823079, 0.6413781,-0.004577583, -0.142775, -0.2167594, 0.9657172,0.2005048, -0.2886255, -0.1500907, 0.9241028,0.04433125, -0.2597079, -0.1959176, 0.9445649,-0.113987, -0.2233543, -0.2365264, 0.9387093,1695803606887
0.1424165, 0.1623474, 0.488353, 0.8455011,0.1213438, 0.2918115, 0.4882509, 0.8134696,0.0554839, 0.2515716, 0.5101516, 0.8205965,-0.005282933, 0.2132007, 0.5273408, 0.8224531,-0.04284474, 0.07561275, -0.02829734, 0.9958144,0.1758802, 0.09974478, -0.05276417, 0.9779229,0.03132887, 0.1063754, -0.03764783, 0.9931191,-0.1349343, 0.1111682, -0.01935758, 0.9844083,-0.04583457, 0.003234306, -0.1106278, 0.9927992,0.1164664, -0.03753303, -0.1047753, 0.9869392,-0.1082831, -0.01302955, -0.1105298, 0.9878705,-0.6596179, 0.05328854, -0.09770839, 0.7433153,-0.04086243, -0.07372577, -0.1434451, 0.986062,0.09949516, -0.1367996, -0.1225156, 0.977945,-0.2135512, -0.09125478, -0.1593636, 0.9595164,-0.745022, 0.02217921, -0.1822972, 0.6412628,-0.004578734, -0.1428048, -0.2167211, 0.9657214,0.2005244, -0.2886268, -0.1500488, 0.9241049,0.04436543, -0.2597193, -0.1958723, 0.9445695,-0.1140239, -0.2233555, -0.2365003, 0.9387111,1695803606897
0.1423861, 0.1623462, 0.4884477, 0.8454518,0.1212271, 0.2917959, 0.4883632, 0.8134252,0.05532185, 0.2515163, 0.5102774, 0.8205462,-0.005551993, 0.2130651, 0.527491, 0.8223902,-0.04285513, 0.07558676, -0.02819001, 0.995819,0.176017, 0.09974541, -0.05267225, 0.9779031,0.031581, 0.1063583, -0.03756899, 0.9931158,-0.1341871, 0.1111284, -0.01933893, 0.9845152,-0.04583532, 0.003207816, -0.1105206, 0.9928111,0.116403, -0.03752098, -0.1046708, 0.9869582,-0.1084556, -0.0130294, -0.1104266, 0.9878631,-0.659543, 0.05320125, -0.09763927, 0.7433971,-0.04085408, -0.07375167, -0.1433384, 0.9860759,0.0993253, -0.136763, -0.1224376, 0.9779772,-0.2147937, -0.09106676, -0.1593799, 0.9592542,-0.745231, 0.02216046, -0.1822197, 0.6410426,-0.004561239, -0.1428265, -0.2166156, 0.9657419,0.2005977, -0.288603, -0.1499404, 0.924114,0.04448844, -0.2597246, -0.1957471, 0.9445882,-0.1139791, -0.2233632, -0.2363952, 0.9387411,1695803606906
0.142356, 0.1623529, 0.4884975, 0.8454268,0.1211528, 0.2917908, 0.4884205, 0.8134037,0.05521332, 0.2514842, 0.5103451, 0.8205212,-0.005762408, 0.2129612, 0.5275831, 0.8223566,-0.04287635, 0.07557175, -0.02813193, 0.9958208,0.1761294, 0.09974214, -0.05262835, 0.9778855,0.03185332, 0.1063426, -0.03754302, 0.9931098,-0.133435, 0.1110992, -0.01937037, 0.9846202,-0.04585114, 0.003191266, -0.1104615, 0.992817,0.1163788, -0.03751695, -0.1046119, 0.9869675,-0.1085241, -0.01303393, -0.1103689, 0.987862,-0.6592405, 0.05311721, -0.09762036, 0.7436739,-0.04086476, -0.07376839, -0.1432783, 0.986083,0.09921617, -0.1367459, -0.1223922, 0.9779963,-0.2158543, -0.09090679, -0.1594216, 0.9590243,-0.7453772, 0.02215239, -0.1821773, 0.6408849,-0.004566544, -0.142842, -0.2165551, 0.9657531,0.2006765, -0.2886032, -0.1498587, 0.9241101,0.04468256, -0.2597624, -0.1956347, 0.944592,-0.1138309, -0.2234085, -0.2363008, 0.9387721,1695803606913
0.1422684, 0.1624163, 0.4884944, 0.8454311,0.1210506, 0.2918549, 0.4884074, 0.8134037,0.05505474, 0.2515137, 0.5103547, 0.8205168,-0.006068372, 0.212895, 0.5276332, 0.8223394,-0.04298374, 0.07557846, -0.02812107, 0.995816,0.17617, 0.09976386, -0.05264348, 0.9778752,0.03205685, 0.1063602, -0.03757216, 0.9931003,-0.1327993, 0.1111128, -0.0194451, 0.9847031,-0.04595774, 0.003189141, -0.110443, 0.9928142,0.11633, -0.03750117, -0.1045932, 0.9869758,-0.1086012, -0.01301967, -0.1103475, 0.9878561,-0.6588129, 0.05305257, -0.09762941, 0.7440561,-0.04096957, -0.07377398, -0.1432518, 0.9860821,0.09906866, -0.1367217, -0.1223712, 0.9780173,-0.216939, -0.09073452, -0.1594828, 0.9587857,-0.7454979, 0.02215439, -0.1821447, 0.6407537,-0.004668688, -0.1428549, -0.216522, 0.9657582,0.2006855, -0.288595, -0.1497905, 0.9241217,0.0448386, -0.2597965, -0.1955251, 0.9445979,-0.1138151, -0.223426, -0.2362311, 0.9387874,1695803606922
0.1421418, 0.1625058, 0.4884824, 0.8454422,0.1209354, 0.2919384, 0.4883734, 0.8134114,0.05488967, 0.2515689, 0.5103427, 0.8205184,-0.006386299, 0.2128526, 0.527665, 0.8223276,-0.04313911, 0.07558699, -0.02811445, 0.9958088,0.1761769, 0.09979535, -0.05266878, 0.9778694,0.03224156, 0.1063883, -0.03761159, 0.9930898,-0.1322142, 0.1111391, -0.01952461, 0.9847773,-0.04611248, 0.003184884, -0.1104252, 0.992809,0.1163172, -0.03749235, -0.1045715, 0.98698,-0.1085395, -0.01302433, -0.1103233, 0.9878655,-0.6580781, 0.05294435, -0.0976615, 0.7447096,-0.04112236, -0.0737833, -0.1432223, 0.9860793,0.09896326, -0.1367185, -0.1223305, 0.9780335,-0.2178458, -0.09061105, -0.1595191, 0.9585857,-0.7454898, 0.02209967, -0.1821217, 0.6407716,-0.004818115, -0.1428752, -0.2164828, 0.9657633,0.2006859, -0.2886065, -0.1496951, 0.9241336,0.04503649, -0.2598649, -0.195378, 0.9446001,-0.1137628, -0.2234821, -0.2361314, 0.9388055,1695803606931
0.142005, 0.1626103, 0.4884651, 0.8454551,0.1208259, 0.2920402, 0.4883274, 0.8134187,0.05472037, 0.251637, 0.5103233, 0.8205209,-0.006734143, 0.2128072, 0.5276971, 0.8223159,-0.04331154, 0.07560328, -0.02811033, 0.9958002,0.1761546, 0.09983382, -0.05269741, 0.977868,0.03238984, 0.1064241, -0.03765255, 0.9930796,-0.1316518, 0.1111729, -0.01960589, 0.9848472,-0.04628503, 0.003186961, -0.1104087, 0.9928029,0.1163146, -0.03747557, -0.1045516, 0.986983,-0.1084516, -0.01302262, -0.110299, 0.9878779,-0.6573209, 0.05284096, -0.0976898, 0.7453817,-0.04129322, -0.07378691, -0.1431928, 0.9860762,0.09889123, -0.1367119, -0.1222836, 0.9780476,-0.2186545, -0.09049731, -0.1595421, 0.9584085,-0.7453898, 0.02202153, -0.1820947, 0.6408983,-0.004985983, -0.1428912, -0.2164426, 0.9657691,0.2006723, -0.2886086, -0.1495985, 0.9241515,0.0452276, -0.2599258, -0.195226, 0.9446056,-0.1137819, -0.2235157, -0.236041, 0.9388179,1695803606939
0.1417767, 0.1628431, 0.4884101, 0.8454804,0.1205073, 0.2922402, 0.4882643, 0.813432,0.0542503, 0.2517472, 0.510323, 0.8205185,-0.007552611, 0.2126926, 0.5277956, 0.8222753,-0.04363281, 0.07568246, -0.02811939, 0.9957799,0.1763568, 0.09993787, -0.05280327, 0.9778152,0.03310304, 0.1065232, -0.03779642, 0.99304,-0.1293188, 0.1112617, -0.01991482, 0.98514,-0.04661186, 0.003239569, -0.1103944, 0.992789,0.1162244, -0.0373966, -0.1045407, 0.9869978,-0.1084483, -0.01295869, -0.1102693, 0.9878824,-0.656214, 0.05273121, -0.09770708, 0.7463618,-0.04161996, -0.07374531, -0.1431545, 0.9860711,0.09853967, -0.1366002, -0.1222548, 0.9781023,-0.221196, -0.09003572, -0.1596854, 0.9578447,-0.7454734, 0.02201573, -0.1819922, 0.6408303,-0.005311982, -0.1428744, -0.2163856, 0.9657826,0.2006676, -0.2885357, -0.1494501, 0.9241993,0.04569132, -0.2599767, -0.1949366, 0.9446291,-0.1136858, -0.2235248, -0.2358492, 0.9388756,1695803606965
0.1417253, 0.1628733, 0.4883809, 0.8455001,0.1204596, 0.2922549, 0.4882297, 0.8134546,0.05416973, 0.2517453, 0.5102994, 0.8205392,-0.007733102, 0.2126291, 0.5277973, 0.8222889,-0.04369671, 0.07568295, -0.02814585, 0.9957764,0.1764335, 0.09995501, -0.0528537, 0.9777969,0.03337066, 0.1065402, -0.03786413, 0.9930266,-0.1286207, 0.1112808, -0.02002763, 0.985227,-0.04667724, 0.003234702, -0.110416, 0.9927835,0.1163381, -0.03739178, -0.10456, 0.9869825,-0.1081734, -0.01296759, -0.1102849, 0.9879107,-0.6554343, 0.05265817, -0.09776526, 0.7470442,-0.04168661, -0.07375245, -0.1431709, 0.9860654,0.09865253, -0.1366065, -0.1222474, 0.9780909,-0.2215445, -0.08996754, -0.1597236, 0.9577642,-0.7449859, 0.02188863, -0.1820073, 0.6413971,-0.005378896, -0.1428871, -0.2163971, 0.9657778,0.2007994, -0.2885626, -0.1493957, 0.9241711,0.04611558, -0.260072, -0.1948076, 0.9446089,-0.1133387, -0.2236217, -0.2357558, 0.9389179,1695803606974
